Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
263.0999,-0.0086,0.0880,-0.0086,0.0000,0.0172,0.0096,0.0612,2.9700,63.8549,-70.6483,64.0531,-70.6969
263.1199,-0.0157,0.2671,-0.0157,0.0000,0.0314,0.0096,0.2261,5.9700,63.6630,-70.5920,63.8696,-70.6427
263.1399,-0.0103,-0.0199,-0.0103,0.0000,0.0206,0.0096,-0.0502,2.9700,63.4712,-70.5351,63.6666,-70.5823
263.1599,-0.0135,0.1028,-0.0135,0.0000,0.0270,0.0097,0.0661,3.5963,63.2797,-70.4775,63.4822,-70.5272
263.1799,-0.0107,-0.0170,-0.0107,0.0000,0.0214,0.0097,-0.0481,0.5963,63.0883,-70.4197,63.2838,-70.4675
263.1999,-0.0149,0.1358,-0.0149,0.0000,0.0299,0.0097,0.0962,3.5963,62.8970,-70.3612,63.0815,-70.4064
263.2199,-0.0104,-0.0518,-0.0104,0.0000,0.0209,0.0097,-0.0824,0.5963,62.7058,-70.3025,62.8991,-70.3509
263.2399,-0.0109,0.0092,-0.0109,0.0000,0.0219,0.0098,-0.0225,0.3208,62.5146,-70.2437,62.7050,-70.2916
263.2599,-0.0107,0.0133,-0.0107,0.0000,0.0213,0.0098,-0.0178,0.4654,62.3235,-70.1849,62.5148,-70.2331
263.2799,-0.0136,0.1100,-0.0136,0.0000,0.0271,0.0098,0.0730,3.4654,62.1326,-70.1253,62.3349,-70.1774
263.2999,-0.0104,-0.0247,-0.0104,0.0000,0.0208,0.0098,-0.0553,0.4654,61.9417,-70.0656,62.1339,-70.1150
263.3199,-0.0124,0.0654,-0.0124,0.0000,0.0248,0.0099,0.0307,2.2899,61.7510,-70.0054,61.9514,-70.0579
263.3399,-0.0101,-0.0193,-0.0101,0.0000,0.0203,0.0099,-0.0494,-0.6740,61.5602,-69.9454,61.7551,-69.9962
263.3599,-0.0136,0.1106,-0.0136,0.0000,0.0271,0.0099,0.0735,2.3260,61.3696,-69.8849,61.5550,-69.9329
263.3799,-0.0110,-0.0060,-0.0110,0.0000,0.0221,0.0099,-0.0380,-0.2097,61.1789,-69.8244,61.3761,-69.8760
263.3999,-0.0109,0.0121,-0.0109,0.0000,0.0219,0.0100,-0.0197,0.4245,60.9883,-69.7638,61.1826,-69.8141
263.4199,-0.0125,0.0686,-0.0125,0.0000,0.0249,0.0100,0.0337,2.4004,60.7979,-69.7028,60.9961,-69.7541
263.4399,-0.0171,0.1872,-0.0171,0.0000,0.0341,0.0100,0.1430,5.4004,60.6078,-69.6405,60.7902,-69.6875
263.4599,-0.0134,-0.0005,-0.0134,0.0000,0.0269,0.0100,-0.0374,2.4004,60.4179,-69.5778,60.6177,-69.6314
263.4799,-0.0156,0.0859,-0.0156,0.0000,0.0313,0.0101,0.0445,3.0056,60.2282,-69.5144,60.4110,-69.5638
263.4999,-0.0104,-0.0949,-0.0104,0.0000,0.0208,0.0101,-0.1258,0.0056,60.0385,-69.4510,60.2297,-69.5041
263.5199,-0.0103,-0.0285,-0.0103,0.0000,0.0206,0.0101,-0.0592,-0.9974,59.8488,-69.3879,60.0449,-69.4429
263.5399,-0.0142,0.1211,-0.0142,0.0000,0.0284,0.0101,0.0825,2.0026,59.6591,-69.3243,59.8420,-69.3754
263.5599,-0.0097,-0.0598,-0.0097,0.0000,0.0193,0.0102,-0.0893,-0.9974,59.4694,-69.2609,59.6636,-69.3157
263.5799,-0.0121,0.0610,-0.0121,0.0000,0.0241,0.0102,0.0268,2.0026,59.2799,-69.1971,59.4663,-69.2492
263.5999,-0.0163,0.1729,-0.0163,0.0000,0.0326,0.0102,0.1301,5.0026,59.0907,-69.1322,59.2951,-69.1913
263.6199,-0.0146,0.0498,-0.0146,0.0000,0.0292,0.0102,0.0104,2.0026,58.9017,-69.0669,59.1040,-69.1263
263.6399,-0.0145,0.0404,-0.0145,0.0000,0.0290,0.0103,0.0012,1.4151,58.7127,-69.0013,58.8943,-69.0544
263.6599,-0.0093,-0.1135,-0.0093,0.0000,0.0187,0.0103,-0.1425,-1.5849,58.5237,-68.9361,58.7182,-68.9937
263.6799,-0.0141,0.1079,-0.0141,0.0000,0.0282,0.0103,0.0693,1.4151,58.3347,-68.8705,58.5166,-68.9239
263.6999,-0.0114,-0.0112,-0.0114,0.0000,0.0228,0.0103,-0.0444,-0.3935,58.1457,-68.8050,58.3319,-68.8595
263.7199,-0.0108,-0.0055,-0.0108,0.0000,0.0215,0.0104,-0.0374,-0.1925,57.9568,-68.7396,58.1459,-68.7943
263.7399,-0.0113,0.0326,-0.0113,0.0000,0.0227,0.0104,-0.0004,1.1419,57.7678,-68.6739,57.9606,-68.7289
263.7599,-0.0173,0.2092,-0.0173,0.0000,0.0345,0.0104,0.1643,4.1419,57.5792,-68.6074,57.7609,-68.6581
263.7799,-0.0133,-0.0008,-0.0133,0.0000,0.0266,0.0104,-0.0378,1.1419,57.3907,-68.5406,57.5835,-68.5948
263.7999,-0.0156,0.0888,-0.0156,0.0000,0.0312,0.0105,0.0472,3.1093,57.2024,-68.4732,57.4018,-68.5296
263.8199,-0.0148,0.0398,-0.0148,0.0000,0.0296,0.0105,-0.0004,1.3923,57.0143,-68.4054,57.2048,-68.4585
263.8399,-0.0158,0.0705,-0.0158,0.0000,0.0317,0.0105,0.0283,2.4672,56.8263,-68.3372,57.0239,-68.3929
263.8599,-0.0173,0.0996,-0.0173,0.0000,0.0347,0.0106,0.0544,3.4865,56.6385,-68.2682,56.8242,-68.3200
263.8799,-0.0201,0.1530,-0.0201,0.0000,0.0403,0.0106,0.1021,5.3555,56.4512,-68.1981,56.6560,-68.2582
263.8999,-0.0148,-0.0631,-0.0148,0.0000,0.0296,0.0106,-0.1033,2.3555,56.2641,-68.1275,56.4586,-68.1853
263.9199,-0.0148,-0.0042,-0.0148,0.0000,0.0297,0.0107,-0.0446,-0.1473,56.0770,-68.0569,56.2633,-68.1127
263.9399,-0.0164,0.0663,-0.0164,0.0000,0.0328,0.0107,0.0228,2.3198,55.8900,-67.9858,56.0908,-68.0482
263.9599,-0.0137,-0.0260,-0.0137,0.0000,0.0274,0.0107,-0.0642,-0.6802,55.7030,-67.9149,55.8887,-67.9722
263.9799,-0.0126,-0.0238,-0.0126,0.0000,0.0252,0.0108,-0.0597,-0.8337,55.5160,-67.8442,55.7043,-67.9024
263.9999,-0.0128,0.0165,-0.0128,0.0000,0.0256,0.0108,-0.0200,0.5761,55.3289,-67.7733,55.5227,-67.8333
264.0199,-0.0150,0.0924,-0.0150,0.0000,0.0300,0.0108,0.0516,3.2331,55.1422,-67.7018,55.3272,-67.7584
264.0399,-0.0179,0.1517,-0.0179,0.0000,0.0359,0.0108,0.1050,5.3101,54.9558,-67.6291,55.1362,-67.6849
264.0599,-0.0145,-0.0085,-0.0145,0.0000,0.0291,0.0109,-0.0484,2.3101,54.7697,-67.5560,54.9663,-67.6190
264.0799,-0.0162,0.0698,-0.0162,0.0000,0.0325,0.0109,0.0264,2.4417,54.5837,-67.4824,54.7648,-67.5405
264.0999,-0.0135,-0.0270,-0.0135,0.0000,0.0270,0.0109,-0.0649,-0.5583,54.3977,-67.4088,54.5823,-67.4690
264.1199,-0.0123,-0.0261,-0.0123,0.0000,0.0246,0.0110,-0.0617,-0.9142,54.2116,-67.3355,54.4053,-67.3991
264.1399,-0.0138,0.0526,-0.0138,0.0000,0.0276,0.0110,0.0140,1.8398,54.0257,-67.2618,54.2220,-67.3264
264.1599,-0.0132,0.0271,-0.0132,0.0000,0.0264,0.0110,-0.0104,0.9470,53.8399,-67.1879,54.0272,-67.2487
264.1799,-0.0134,0.0389,-0.0134,0.0000,0.0268,0.0110,0.0010,1.3606,53.6542,-67.1137,53.8451,-67.1756
264.1999,-0.0169,0.1437,-0.0169,0.0000,0.0339,0.0111,0.0988,4.3606,53.4688,-67.0386,53.6509,-67.0971
264.2199,-0.0174,0.1027,-0.0174,0.0000,0.0348,0.0111,0.0568,3.5952,53.2837,-66.9628,53.4833,-67.0289
264.2399,-0.0162,0.0357,-0.0162,0.0000,0.0324,0.0111,-0.0078,1.2509,53.0988,-66.8866,53.2963,-66.9525
264.2599,-0.0149,0.0012,-0.0149,0.0000,0.0298,0.0112,-0.0398,0.0411,52.9138,-66.8105,53.1083,-66.8752
264.2799,-0.0150,0.0267,-0.0150,0.0000,0.0300,0.0112,-0.0145,0.9347,52.7290,-66.7342,52.9163,-66.7957
264.2999,-0.0189,0.1499,-0.0189,0.0000,0.0378,0.0112,0.1009,3.9347,52.5444,-66.6571,52.7246,-66.7159
264.3199,-0.0155,-0.0070,-0.0155,0.0000,0.0310,0.0113,-0.0492,0.9347,52.3600,-66.5798,52.5492,-66.6424
264.3399,-0.0172,0.0721,-0.0172,0.0000,0.0345,0.0113,0.0263,2.5235,52.1757,-66.5020,52.3723,-66.5678
264.3599,-0.0163,0.0298,-0.0163,0.0000,0.0326,0.0113,-0.0141,1.0441,51.9916,-66.4239,52.1842,-66.4880
264.3799,-0.0195,0.1339,-0.0195,0.0000,0.0391,0.0114,0.0834,4.0441,51.8078,-66.3451,51.9887,-66.4046
264.3999,-0.0171,0.0151,-0.0171,0.0000,0.0342,0.0114,-0.0305,1.0441,51.6241,-66.2660,51.8108,-66.3282
264.4199,-0.0188,0.0842,-0.0188,0.0000,0.0377,0.0115,0.0351,2.9478,51.4407,-66.1863,51.6385,-66.2538
264.4399,-0.0175,0.0249,-0.0175,0.0000,0.0350,0.0115,-0.0216,0.8705,51.2573,-66.1064,51.4515,-66.1726
264.4599,-0.0172,0.0288,-0.0172,0.0000,0.0345,0.0115,-0.0172,1.0081,51.0740,-66.0263,51.2651,-66.0910
264.4799,-0.0182,0.0670,-0.0182,0.0000,0.0364,0.0116,0.0191,2.3463,50.8910,-65.9458,51.0774,-66.0084
264.4999,-0.0188,0.0744,-0.0188,0.0000,0.0376,0.0116,0.0252,2.6047,50.7082,-65.8647,50.8939,-65.9272
264.5199,-0.0208,0.1208,-0.0208,0.0000,0.0416,0.0116,0.0675,4.2274,50.5257,-65.7827,50.7070,-65.8439
264.5399,-0.0189,0.0261,-0.0189,0.0000,0.0378,0.0117,-0.0234,1.2274,50.3434,-65.7005,50.5375,-65.7679
264.5599,-0.0222,0.1379,-0.0222,0.0000,0.0444,0.0117,0.0818,4.2274,50.1615,-65.6174,50.3624,-65.6889
264.5799,-0.0215,0.0712,-0.0215,0.0000,0.0430,0.0118,0.0164,2.4910,49.9798,-65.5339,50.1797,-65.6061
264.5999,-0.0217,0.0688,-0.0217,0.0000,0.0435,0.0118,0.0136,2.4089,49.7983,-65.4498,49.9989,-65.5235
264.6199,-0.0191,-0.0183,-0.0191,0.0000,0.0381,0.0118,-0.0683,-0.5911,49.6167,-65.3659,49.8135,-65.4384
264.6399,-0.0172,-0.0371,-0.0172,0.0000,0.0343,0.0119,-0.0833,-1.2970,49.4351,-65.2822,49.6272,-65.3522
264.6599,-0.0210,0.1237,-0.0210,0.0000,0.0420,0.0119,0.0698,1.7030,49.2536,-65.1982,49.4530,-65.2712
264.6799,-0.0202,0.0600,-0.0202,0.0000,0.0403,0.0120,0.0077,2.0987,49.0723,-65.1137,49.2689,-65.1850
264.6999,-0.0193,0.0302,-0.0193,0.0000,0.0386,0.0120,-0.0204,1.0576,48.8911,-65.0290,49.0815,-65.0968
264.7199,-0.0204,0.0750,-0.0204,0.0000,0.0408,0.0120,0.0221,2.6236,48.7102,-64.9438,48.8992,-65.0103
264.7399,-0.0215,0.0949,-0.0215,0.0000,0.0430,0.0121,0.0398,3.3205,48.5295,-64.8580,48.7208,-64.9252
264.7599,-0.0245,0.1609,-0.0245,0.0000,0.0489,0.0121,0.0998,5.6302,48.3495,-64.7710,48.5484,-64.8424
264.7799,-0.0236,0.0786,-0.0236,0.0000,0.0471,0.0122,0.0193,2.7522,48.1696,-64.6834,48.3661,-64.7543
264.7999,-0.0241,0.0853,-0.0241,0.0000,0.0483,0.0122,0.0248,2.9841,47.9901,-64.5953,48.1880,-64.6677
264.8199,-0.0231,0.0414,-0.0231,0.0000,0.0463,0.0123,-0.0172,1.4481,47.8107,-64.5068,48.0065,-64.5789
264.8399,-0.0219,0.0129,-0.0219,0.0000,0.0437,0.0123,-0.0431,0.4516,47.6314,-64.4183,47.8188,-64.4865
264.8599,-0.0237,0.0920,-0.0237,0.0000,0.0474,0.0124,0.0323,3.2212,47.4524,-64.3291,47.6489,-64.4023
264.8799,-0.0246,0.1020,-0.0246,0.0000,0.0493,0.0124,0.0403,3.5699,47.2737,-64.2392,47.4719,-64.3140
264.8999,-0.0248,0.0852,-0.0248,0.0000,0.0496,0.0125,0.0231,2.9830,47.0954,-64.1487,47.2734,-64.2144
264.9199,-0.0251,0.0810,-0.0251,0.0000,0.0502,0.0125,0.0182,2.8337,46.9173,-64.0576,47.0939,-64.1236
264.9399,-0.0221,-0.0195,-0.0221,0.0000,0.0442,0.0126,-0.0762,-0.1663,46.7392,-63.9666,46.9216,-64.0360
264.9599,-0.0220,0.0204,-0.0220,0.0000,0.0440,0.0126,-0.0362,0.7149,46.5612,-63.8754,46.7442,-63.9452
264.9799,-0.0226,0.0596,-0.0226,0.0000,0.0453,0.0126,0.0017,2.0867,46.3834,-63.7839,46.5658,-63.8533
264.9999,-0.0223,0.0502,-0.0223,0.0000,0.0447,0.0127,-0.0072,1.7570,46.2058,-63.6919,46.3929,-63.7636
265.0199,-0.0232,0.0797,-0.0232,0.0000,0.0464,0.0127,0.0206,2.7894,46.0285,-63.5994,46.2193,-63.6730
265.0399,-0.0240,0.0923,-0.0240,0.0000,0.0480,0.0128,0.0315,3.2299,45.8515,-63.5063,46.0435,-63.5808
265.0599,-0.0247,0.0957,-0.0247,0.0000,0.0494,0.0128,0.0335,3.3511,45.6748,-63.4125,45.8681,-63.4880
265.0799,-0.0273,0.1531,-0.0273,0.0000,0.0545,0.0129,0.0858,5.3601,45.4988,-63.3177,45.6974,-63.3972
265.0999,-0.0237,-0.0019,-0.0237,0.0000,0.0473,0.0129,-0.0622,2.3601,45.3229,-63.2224,45.5112,-63.2975
265.1199,-0.0245,0.0588,-0.0245,0.0000,0.0491,0.0130,-0.0032,2.0588,45.1473,-63.1266,45.3268,-63.1981
265.1399,-0.0228,0.0083,-0.0228,0.0000,0.0455,0.0130,-0.0503,0.2904,44.9717,-63.0309,45.1591,-63.1072
265.1599,-0.0256,0.1218,-0.0256,0.0000,0.0513,0.0131,0.0575,3.2904,44.7965,-62.9345,44.9929,-63.0164
265.1799,-0.0239,0.0391,-0.0239,0.0000,0.0479,0.0131,-0.0219,1.3693,44.6214,-62.8378,44.8010,-62.9110
265.1999,-0.0240,0.0536,-0.0240,0.0000,0.0480,0.0132,-0.0076,1.8747,44.4466,-62.7407,44.6263,-62.8143
265.2199,-0.0232,0.0343,-0.0232,0.0000,0.0464,0.0132,-0.0253,1.2021,44.2718,-62.6434,44.4582,-62.7206
265.2399,-0.0246,0.0883,-0.0246,0.0000,0.0491,0.0133,0.0259,3.0892,44.0974,-62.5455,44.2887,-62.6256
265.2599,-0.0254,0.0985,-0.0254,0.0000,0.0508,0.0133,0.0344,3.4485,43.9234,-62.4470,44.1158,-62.5281
265.2799,-0.0251,0.0705,-0.0251,0.0000,0.0502,0.0134,0.0070,2.4679,43.7496,-62.3479,43.9311,-62.4231
265.2999,-0.0249,0.0604,-0.0249,0.0000,0.0497,0.0134,-0.0028,2.1141,43.5761,-62.2485,43.7634,-62.3272
265.3199,-0.0256,0.0849,-0.0256,0.0000,0.0513,0.0135,0.0201,2.9714,43.4029,-62.1485,43.5928,-62.2290
265.3399,-0.0259,0.0810,-0.0259,0.0000,0.0518,0.0135,0.0157,2.8352,43.2301,-62.0479,43.4196,-62.1287
265.3599,-0.0282,0.1414,-0.0282,0.0000,0.0564,0.0136,0.0714,4.9487,43.0577,-61.9464,43.2530,-62.0315
265.3799,-0.0255,0.0204,-0.0255,0.0000,0.0509,0.0136,-0.0442,1.9487,42.8857,-61.8444,43.0717,-61.9250
265.3999,-0.0257,0.0509,-0.0257,0.0000,0.0513,0.0137,-0.0141,1.7810,42.7138,-61.7422,42.8949,-61.8205
265.4199,-0.0258,0.0633,-0.0258,0.0000,0.0516,0.0137,-0.0021,2.2156,42.5421,-61.6395,42.7309,-61.7229
265.4399,-0.0258,0.0637,-0.0258,0.0000,0.0516,0.0138,-0.0017,2.2301,42.3708,-61.5364,42.5586,-61.6197
265.4599,-0.0262,0.0755,-0.0262,0.0000,0.0523,0.0138,0.0094,2.6440,42.1997,-61.4328,42.3801,-61.5120
265.4799,-0.0260,0.0656,-0.0260,0.0000,0.0520,0.0139,-0.0003,2.2973,42.0289,-61.3288,42.2134,-61.4107
265.4999,-0.0268,0.0903,-0.0268,0.0000,0.0536,0.0139,0.0227,3.1591,41.8585,-61.2241,42.0470,-61.3090
265.5199,-0.0285,0.1276,-0.0285,0.0000,0.0570,0.0140,0.0566,4.4653,41.6885,-61.1186,41.8637,-61.1961
265.5399,-0.0274,0.0625,-0.0274,0.0000,0.0547,0.0141,-0.0063,2.1874,41.5189,-61.0127,41.7086,-61.1000
265.5599,-0.0264,0.0370,-0.0264,0.0000,0.0528,0.0141,-0.0299,1.2947,41.3494,-60.9065,41.5338,-60.9909
265.5799,-0.0267,0.0618,-0.0267,0.0000,0.0533,0.0142,-0.0057,2.1625,41.1802,-60.8000,41.3643,-60.8845
265.5999,-0.0284,0.1155,-0.0284,0.0000,0.0567,0.0142,0.0446,4.0430,41.0114,-60.6926,41.2018,-60.7817
265.6199,-0.0272,0.0565,-0.0272,0.0000,0.0544,0.0143,-0.0122,1.9758,40.8429,-60.5849,41.0254,-60.6693
265.6399,-0.0277,0.0789,-0.0277,0.0000,0.0555,0.0143,0.0092,2.7629,40.6747,-60.4767,40.8548,-60.5599
265.6599,-0.0287,0.1030,-0.0287,0.0000,0.0574,0.0144,0.0312,3.6052,40.5069,-60.3678,40.6958,-60.4572
265.6799,-0.0300,0.1236,-0.0300,0.0000,0.0599,0.0144,0.0492,4.3250,40.3397,-60.2581,40.5313,-60.3503
265.6999,-0.0281,0.0417,-0.0281,0.0000,0.0563,0.0145,-0.0291,1.4604,40.1727,-60.1481,40.3510,-60.2323
265.7199,-0.0284,0.0648,-0.0284,0.0000,0.0567,0.0146,-0.0066,2.2664,40.0059,-60.0377,40.1835,-60.1219
265.7399,-0.0302,0.1239,-0.0302,0.0000,0.0605,0.0146,0.0488,4.3367,39.8397,-59.9265,40.0308,-60.0205
265.7599,-0.0285,0.0444,-0.0285,0.0000,0.0569,0.0147,-0.0272,1.5540,39.6737,-59.8150,39.8507,-59.9002
265.7799,-0.0282,0.0527,-0.0282,0.0000,0.0565,0.0147,-0.0186,1.8431,39.5079,-59.7031,39.6926,-59.7940
265.7999,-0.0300,0.1144,-0.0300,0.0000,0.0599,0.0148,0.0397,4.0042,39.3426,-59.5905,39.5149,-59.6740
265.8199,-0.0287,0.0552,-0.0287,0.0000,0.0574,0.0149,-0.0171,1.9310,39.1775,-59.4776,39.3642,-59.5716
265.8399,-0.0279,0.0413,-0.0279,0.0000,0.0559,0.0149,-0.0294,1.4471,39.0126,-59.3644,39.1968,-59.4574
265.8599,-0.0277,0.0511,-0.0277,0.0000,0.0554,0.0150,-0.0193,1.7884,38.8480,-59.2508,39.0256,-59.3399
265.8799,-0.0276,0.0591,-0.0276,0.0000,0.0552,0.0150,-0.0111,2.0685,38.6836,-59.1369,38.8649,-59.2290
265.8999,-0.0286,0.0958,-0.0286,0.0000,0.0573,0.0151,0.0235,3.3538,38.5197,-59.0224,38.6933,-59.1100
265.9199,-0.0289,0.0909,-0.0289,0.0000,0.0578,0.0151,0.0180,3.1816,38.3561,-58.9072,38.5280,-58.9947
265.9399,-0.0279,0.0521,-0.0279,0.0000,0.0559,0.0152,-0.0189,1.8243,38.1928,-58.7918,38.3660,-58.8811
265.9599,-0.0273,0.0450,-0.0273,0.0000,0.0547,0.0152,-0.0249,1.5763,38.0297,-58.6760,38.2130,-58.7733
265.9799,-0.0274,0.0610,-0.0274,0.0000,0.0548,0.0153,-0.0092,2.1337,37.8669,-58.5599,38.0507,-58.6585
265.9999,-0.0291,0.1171,-0.0291,0.0000,0.0582,0.0154,0.0435,4.0972,37.7046,-58.4430,37.8720,-58.5312
266.0199,-0.0257,-0.0099,-0.0257,0.0000,0.0513,0.0154,-0.0767,1.0972,37.5424,-58.3260,37.7185,-58.4215
266.0399,-0.0255,0.0274,-0.0255,0.0000,0.0510,0.0155,-0.0390,0.9589,37.3804,-58.2087,37.5602,-58.3077
266.0599,-0.0257,0.0540,-0.0257,0.0000,0.0513,0.0155,-0.0128,1.8905,37.2186,-58.0911,37.3996,-58.1917
266.0799,-0.0252,0.0477,-0.0252,0.0000,0.0504,0.0156,-0.0183,1.6696,37.0570,-57.9732,37.2364,-58.0733
266.0999,-0.0251,0.0552,-0.0251,0.0000,0.0502,0.0156,-0.0106,1.9334,36.8957,-57.8550,37.0746,-57.9553
266.1199,-0.0259,0.0837,-0.0259,0.0000,0.0517,0.0157,0.0163,2.9303,36.7348,-57.7362,36.9163,-57.8392
266.1399,-0.0254,0.0607,-0.0254,0.0000,0.0508,0.0157,-0.0058,2.1241,36.5742,-57.6171,36.7544,-57.7201
266.1599,-0.0245,0.0373,-0.0245,0.0000,0.0490,0.0158,-0.0275,1.3039,36.4137,-57.4977,36.5869,-57.5962
266.1799,-0.0258,0.0899,-0.0258,0.0000,0.0515,0.0158,0.0226,3.1482,36.2537,-57.3777,36.4350,-57.4832
266.1999,-0.0261,0.0884,-0.0261,0.0000,0.0522,0.0159,0.0203,3.0933,36.0941,-57.2572,36.2763,-57.3647
266.2199,-0.0266,0.0907,-0.0266,0.0000,0.0531,0.0159,0.0216,3.1744,35.9349,-57.1362,36.0982,-57.2310
266.2399,-0.0252,0.0371,-0.0252,0.0000,0.0504,0.0160,-0.0292,1.3002,35.7759,-57.0149,35.9573,-57.1248
266.2599,-0.0229,-0.0133,-0.0229,0.0000,0.0459,0.0160,-0.0752,-0.4656,35.6168,-56.8937,35.7945,-57.0015
266.2799,-0.0243,0.0685,-0.0243,0.0000,0.0486,0.0161,0.0038,2.3961,35.4580,-56.7720,35.6215,-56.8699
266.2999,-0.0248,0.0823,-0.0248,0.0000,0.0496,0.0161,0.0165,2.8800,35.2997,-56.6499,35.4809,-56.7623
266.3199,-0.0217,-0.0191,-0.0217,0.0000,0.0434,0.0162,-0.0787,-0.1200,35.1413,-56.5277,35.3165,-56.6361
266.3399,-0.0213,0.0132,-0.0213,0.0000,0.0427,0.0162,-0.0456,0.4630,34.9830,-56.4055,35.1562,-56.5125
266.3599,-0.0219,0.0548,-0.0219,0.0000,0.0438,0.0162,-0.0052,1.9179,34.8249,-56.2830,34.9992,-56.3908
266.3799,-0.0246,0.1398,-0.0246,0.0000,0.0493,0.0163,0.0743,4.8945,34.6675,-56.1596,34.8472,-56.2726
266.3999,-0.0227,0.0397,-0.0227,0.0000,0.0453,0.0163,-0.0219,1.8945,34.5104,-56.0358,34.6862,-56.1467
266.4199,-0.0223,0.0416,-0.0223,0.0000,0.0446,0.0164,-0.0194,1.4558,34.3535,-55.9118,34.5288,-56.0231
266.4399,-0.0212,0.0188,-0.0212,0.0000,0.0424,0.0164,-0.0400,0.6572,34.1967,-55.7877,34.3679,-55.8963
266.4599,-0.0238,0.1181,-0.0238,0.0000,0.0475,0.0165,0.0541,3.6572,34.0403,-55.6629,34.2014,-55.7644
266.4799,-0.0212,0.0117,-0.0212,0.0000,0.0424,0.0165,-0.0473,0.6572,33.8841,-55.5381,34.0505,-55.6443
266.4999,-0.0226,0.0782,-0.0226,0.0000,0.0451,0.0166,0.0165,2.7372,33.7283,-55.4127,33.9039,-55.5272
266.5199,-0.0242,0.1174,-0.0242,0.0000,0.0483,0.0166,0.0524,4.1077,33.5730,-55.2866,33.7313,-55.3887
266.5399,-0.0236,0.0718,-0.0236,0.0000,0.0472,0.0167,0.0079,2.5137,33.4181,-55.1601,33.5954,-55.2792
266.5599,-0.0191,-0.0685,-0.0191,0.0000,0.0381,0.0167,-0.1233,-0.4863,33.2631,-55.0337,33.4286,-55.1442
266.5799,-0.0192,0.0043,-0.0192,0.0000,0.0384,0.0167,-0.0508,0.1511,33.1082,-54.9073,33.2785,-55.0223
266.5999,-0.0190,0.0263,-0.0190,0.0000,0.0380,0.0168,-0.0285,0.9194,32.9533,-54.7807,33.1171,-54.8905
266.6199,-0.0201,0.0753,-0.0201,0.0000,0.0402,0.0168,0.0183,2.6372,32.7989,-54.6536,32.9707,-54.7705
266.6399,-0.0207,0.0842,-0.0207,0.0000,0.0415,0.0169,0.0259,2.9465,32.6448,-54.5261,32.8043,-54.6336
266.6599,-0.0190,0.0183,-0.0190,0.0000,0.0380,0.0169,-0.0366,0.6409,32.4909,-54.3984,32.6540,-54.5094
266.6799,-0.0204,0.0801,-0.0204,0.0000,0.0408,0.0169,0.0223,2.8023,32.3374,-54.2702,32.5091,-54.3892
266.6999,-0.0185,0.0124,-0.0185,0.0000,0.0371,0.0170,-0.0416,0.4355,32.1839,-54.1420,32.3495,-54.2562
266.7199,-0.0212,0.1148,-0.0212,0.0000,0.0424,0.0170,0.0554,3.4355,32.0309,-54.0132,32.1882,-54.1212
266.7399,-0.0185,0.0048,-0.0185,0.0000,0.0371,0.0171,-0.0493,0.4355,31.8780,-53.8843,32.0443,-54.0003
266.7599,-0.0191,0.0491,-0.0191,0.0000,0.0382,0.0171,-0.0062,1.7184,31.7253,-53.7551,31.8863,-53.8671
266.7799,-0.0186,0.0375,-0.0186,0.0000,0.0372,0.0171,-0.0168,1.3126,31.5728,-53.6257,31.7367,-53.7404
266.7999,-0.0206,0.1062,-0.0206,0.0000,0.0412,0.0172,0.0479,3.7184,31.4209,-53.4956,31.5914,-53.6169
266.8199,-0.0186,0.0190,-0.0186,0.0000,0.0371,0.0172,-0.0353,0.7184,31.2690,-53.3655,31.4339,-53.4824
266.8399,-0.0194,0.0653,-0.0194,0.0000,0.0389,0.0172,0.0092,2.2853,31.1175,-53.2349,31.2765,-53.3475
266.8599,-0.0216,0.1246,-0.0216,0.0000,0.0432,0.0173,0.0641,4.3612,30.9666,-53.1036,31.1381,-53.2284
266.8799,-0.0187,0.0034,-0.0187,0.0000,0.0375,0.0173,-0.0514,1.3612,30.8160,-52.9721,30.9830,-53.0944
266.8999,-0.0177,0.0024,-0.0177,0.0000,0.0355,0.0174,-0.0505,0.0839,30.6653,-52.8405,30.8233,-52.9559
266.9199,-0.0171,0.0102,-0.0171,0.0000,0.0341,0.0174,-0.0413,0.3582,30.5147,-52.7089,30.6789,-52.8302
266.9399,-0.0175,0.0452,-0.0175,0.0000,0.0349,0.0174,-0.0071,1.5829,30.3643,-52.5771,30.5221,-52.6931
266.9599,-0.0171,0.0385,-0.0171,0.0000,0.0342,0.0175,-0.0132,1.3474,30.2142,-52.4450,30.3777,-52.5664
266.9799,-0.0206,0.1491,-0.0206,0.0000,0.0411,0.0175,0.0904,4.3474,30.0646,-52.3122,30.2167,-52.4246
266.9999,-0.0173,0.0008,-0.0173,0.0000,0.0346,0.0175,-0.0513,1.3474,29.9153,-52.1791,30.0793,-52.3030
267.0199,-0.0167,0.0127,-0.0167,0.0000,0.0334,0.0176,-0.0383,0.4437,29.7660,-52.0460,29.9230,-52.1643
267.0399,-0.0209,0.1597,-0.0209,0.0000,0.0419,0.0176,0.1002,3.4437,29.6173,-51.9123,29.7867,-52.0428
