Time(s),LateralError(m),ControlOutput(u),VehiclePosX(m),ReferencePosX(m),VehicleGlobalX,VehicleGlobalZ,TargetGlobalX,TargetGlobalZ
247.1599,-0.0258,0.0448,-0.0258,0.0000,221.6455,-79.5876,221.8219,-79.5118
247.1799,-0.0259,0.0519,-0.0259,0.0000,221.4531,-79.6424,221.6460,-79.5617
247.1999,-0.0263,0.0659,-0.0263,0.0000,221.2606,-79.6967,221.4406,-79.6193
247.2199,-0.0268,0.0762,-0.0268,0.0000,221.0679,-79.7502,221.2501,-79.6720
247.2399,-0.0275,0.0858,-0.0275,0.0000,220.8750,-79.8029,221.0599,-79.7239
247.2599,-0.0317,0.1956,-0.0317,0.0000,220.6816,-79.8540,220.8816,-79.7719
247.2799,-0.0281,0.0175,-0.0281,0.0000,220.4880,-79.9042,220.6721,-79.8275
247.2999,-0.0282,0.0427,-0.0282,0.0000,220.2944,-79.9541,220.4862,-79.8761
247.3199,-0.0277,0.0369,-0.0277,0.0000,220.1006,-80.0036,220.2880,-79.9272
247.3399,-0.0282,0.0649,-0.0282,0.0000,219.9067,-80.0525,220.0904,-79.9773
247.3599,-0.0294,0.0980,-0.0294,0.0000,219.7125,-80.1005,219.8922,-80.0269
247.3799,-0.0288,0.0603,-0.0288,0.0000,219.5182,-80.1479,219.7119,-80.0717
247.3999,-0.0297,0.0863,-0.0297,0.0000,219.3237,-80.1945,219.5222,-80.1185
247.4199,-0.0276,0.0117,-0.0276,0.0000,219.1292,-80.2409,219.3100,-80.1705
247.4399,-0.0263,-0.0015,-0.0263,0.0000,218.9346,-80.2874,219.1176,-80.2173
247.4599,-0.0273,0.0621,-0.0273,0.0000,218.7400,-80.3333,218.9392,-80.2605
247.4799,-0.0284,0.0914,-0.0284,0.0000,218.5451,-80.3783,218.7486,-80.3063
247.4999,-0.0288,0.0880,-0.0288,0.0000,218.3500,-80.4225,218.5227,-80.3601
247.5199,-0.0218,-0.1358,-0.0218,0.0000,218.1550,-80.4666,218.3515,-80.4007
247.5399,-0.0193,-0.1076,-0.0193,0.0000,217.9601,-80.5116,218.1532,-80.4474
247.5599,-0.0219,0.0531,-0.0219,0.0000,217.7652,-80.5565,217.9445,-80.4961
247.5799,-0.0239,0.1088,-0.0239,0.0000,217.5701,-80.6006,217.7461,-80.5422
247.5999,-0.0197,-0.0484,-0.0197,0.0000,217.3750,-80.6447,217.5752,-80.5816
247.6199,-0.0213,0.0526,-0.0213,0.0000,217.1798,-80.6882,217.3841,-80.6254
247.6399,-0.0169,-0.0839,-0.0169,0.0000,216.9847,-80.7321,217.1711,-80.6738
247.6599,-0.0173,-0.0044,-0.0173,0.0000,216.7896,-80.7760,216.9879,-80.7152
247.6799,-0.0206,0.1191,-0.0206,0.0000,216.5943,-80.8192,216.7988,-80.7576
247.6999,-0.0226,0.1383,-0.0226,0.0000,216.3987,-80.8610,216.6068,-80.8004
247.7199,-0.0210,0.0398,-0.0210,0.0000,216.2030,-80.9023,216.3807,-80.8504
247.7399,-0.0209,0.0431,-0.0209,0.0000,216.0073,-80.9432,216.2166,-80.8864
247.7599,-0.0122,-0.2156,-0.0122,0.0000,215.8116,-80.9845,216.0103,-80.9314
247.7799,-0.0109,-0.1182,-0.0109,0.0000,215.6161,-81.0270,215.8050,-80.9758
247.7999,-0.0133,0.0324,-0.0133,0.0000,215.4208,-81.0698,215.6059,-81.0186
247.8199,-0.0161,0.1151,-0.0161,0.0000,215.2253,-81.1120,215.4295,-81.0563
247.8399,-0.0146,0.0271,-0.0146,0.0000,215.0298,-81.1540,215.2306,-81.0984
247.8599,-0.0154,0.0555,-0.0154,0.0000,214.8341,-81.1955,215.0191,-81.1429
247.8799,-0.0167,0.0822,-0.0167,0.0000,214.6383,-81.2361,214.8219,-81.1841
247.8999,-0.0138,-0.0288,-0.0138,0.0000,214.4425,-81.2768,214.6342,-81.2230
247.9199,-0.0224,0.2612,-0.0224,0.0000,214.2465,-81.3168,214.4227,-81.2665
247.9399,-0.0165,-0.0314,-0.0165,0.0000,214.0505,-81.3567,214.2351,-81.3048
247.9599,-0.0174,0.0343,-0.0174,0.0000,213.8545,-81.3963,214.0576,-81.3408
247.9799,-0.0154,-0.0234,-0.0154,0.0000,213.6585,-81.4362,213.8571,-81.3812
247.9999,-0.0151,0.0023,-0.0151,0.0000,213.4625,-81.4760,213.6572,-81.4211
248.0199,-0.0197,0.1575,-0.0197,0.0000,213.2664,-81.5150,213.4481,-81.4626
248.0399,-0.0173,0.0223,-0.0173,0.0000,213.0701,-81.5538,213.2688,-81.4979
248.0599,-0.0193,0.0918,-0.0193,0.0000,212.8738,-81.5917,213.0763,-81.5355
248.0799,-0.0206,0.1032,-0.0206,0.0000,212.6772,-81.6286,212.8587,-81.5777
248.0999,-0.0177,-0.0154,-0.0177,0.0000,212.4806,-81.6653,212.6662,-81.6147
248.1199,-0.0157,-0.0442,-0.0157,0.0000,212.2841,-81.7024,212.4730,-81.6516
248.1399,-0.0148,-0.0237,-0.0148,0.0000,212.0876,-81.7398,212.2824,-81.6877
248.1599,-0.0155,0.0277,-0.0155,0.0000,211.8911,-81.7769,212.0821,-81.7254
248.1799,-0.0157,0.0389,-0.0157,0.0000,211.6945,-81.8137,211.8891,-81.7614
248.1999,-0.0163,0.0541,-0.0163,0.0000,211.4978,-81.8499,211.6889,-81.7984
248.2199,-0.0216,0.2032,-0.0216,0.0000,211.3009,-81.8848,211.4808,-81.8366
248.2399,-0.0183,0.0195,-0.0183,0.0000,211.1039,-81.9191,211.2880,-81.8718
248.2599,-0.0154,-0.0529,-0.0154,0.0000,210.9069,-81.9538,211.1081,-81.9043
248.2799,-0.0132,-0.0709,-0.0132,0.0000,210.7100,-81.9891,210.9052,-81.9407
248.2999,-0.0176,0.1183,-0.0176,0.0000,210.5131,-82.0243,210.6965,-81.9778
248.3199,-0.0160,0.0272,-0.0160,0.0000,210.3162,-82.0592,210.5029,-82.0120
248.3399,-0.0149,0.0005,-0.0149,0.0000,210.1193,-82.0942,210.3096,-82.0459
248.3599,-0.0170,0.0835,-0.0170,0.0000,209.9222,-82.1283,210.1088,-82.0808
248.3799,-0.0223,0.2163,-0.0223,0.0000,209.7249,-82.1608,209.9358,-82.1106
248.3999,-0.0153,-0.0853,-0.0153,0.0000,209.5274,-82.1925,209.7288,-82.1460
248.4199,-0.0124,-0.1045,-0.0124,0.0000,209.3299,-82.2242,209.5277,-82.1801
248.4399,-0.0176,0.1250,-0.0176,0.0000,209.1323,-82.2551,209.3144,-82.2159
248.4599,-0.0195,0.1363,-0.0195,0.0000,208.9345,-82.2847,209.1136,-82.2494
248.4799,-0.0059,-0.3214,-0.0059,0.0000,208.7366,-82.3137,208.9356,-82.2789
248.4999,-0.0097,-0.0199,-0.0097,0.0000,208.5388,-82.3430,208.7456,-82.3100
248.5199,0.0086,-0.5404,0.0086,0.0000,208.3411,-82.3733,208.5474,-82.3423
248.5399,0.0081,-0.2294,0.0081,0.0000,208.1437,-82.4055,208.3338,-82.3767
248.5599,0.0018,0.0778,0.0018,0.0000,207.9465,-82.4387,208.1449,-82.4069
248.5799,-0.0031,0.1824,-0.0031,0.0000,207.7493,-82.4720,207.9434,-82.4389
248.5999,-0.0148,0.4380,-0.0148,0.0000,207.5520,-82.5048,207.7633,-82.4672
248.6199,-0.0115,0.1160,-0.0115,0.0000,207.3545,-82.5364,207.5618,-82.4986
248.6399,-0.0063,-0.0877,-0.0063,0.0000,207.1570,-82.5677,207.3508,-82.5312
248.6599,-0.0157,0.2512,-0.0157,0.0000,206.9593,-82.5979,207.1700,-82.5589
248.6799,-0.0192,0.2350,-0.0192,0.0000,206.7613,-82.6262,206.9759,-82.5884
248.6999,-0.0073,-0.2245,-0.0073,0.0000,206.5631,-82.6533,206.7654,-82.6201
248.7199,-0.0093,-0.0290,-0.0093,0.0000,206.3649,-82.6801,206.5714,-82.6491
248.7399,-0.0029,-0.1908,-0.0029,0.0000,206.1668,-82.7075,206.3677,-82.6792
248.7599,0.0087,-0.4246,0.0087,0.0000,205.9689,-82.7362,206.1755,-82.7073
248.7799,0.0047,-0.0761,0.0047,0.0000,205.7711,-82.7657,205.9736,-82.7367
248.7999,0.0081,-0.1347,0.0081,0.0000,205.5735,-82.7964,205.7791,-82.7647
248.8199,-0.0046,0.3136,-0.0046,0.0000,205.3759,-82.8277,205.5771,-82.7935
248.8399,-0.0097,0.2970,-0.0097,0.0000,205.1783,-82.8586,205.3674,-82.8231
248.8599,-0.0098,0.1490,-0.0098,0.0000,204.9805,-82.8883,205.1731,-82.8503
248.8799,-0.0171,0.2991,-0.0171,0.0000,204.7825,-82.9160,204.9919,-82.8754
248.8999,-0.0134,0.0444,-0.0134,0.0000,204.5842,-82.9424,204.7875,-82.9035
248.9199,-0.0124,0.0082,-0.0124,0.0000,204.3859,-82.9686,204.5773,-82.9321
248.9399,-0.0108,-0.0278,-0.0108,0.0000,204.1877,-82.9950,204.3822,-82.9584
248.9599,-0.0105,-0.0042,-0.0105,0.0000,203.9894,-83.0214,204.1876,-82.9844
248.9799,-0.0111,0.0291,-0.0111,0.0000,203.7912,-83.0476,203.9852,-83.0112
248.9999,-0.0181,0.2385,-0.0181,0.0000,203.5927,-83.0727,203.7754,-83.0387
249.0199,-0.0124,-0.0426,-0.0124,0.0000,203.3943,-83.0974,203.5845,-83.0634
249.0399,-0.0117,-0.0224,-0.0117,0.0000,203.1958,-83.1224,203.3998,-83.0872
249.0599,-0.0134,0.0587,-0.0134,0.0000,202.9973,-83.1468,203.1850,-83.1145
249.0799,-0.0160,0.1224,-0.0160,0.0000,202.7987,-83.1700,202.9828,-83.1400
249.0999,-0.0093,-0.1262,-0.0093,0.0000,202.6000,-83.1929,202.8037,-83.1623
249.1199,-0.0141,0.1025,-0.0141,0.0000,202.4012,-83.2148,202.6123,-83.1859
249.1399,-0.0067,-0.1579,-0.0067,0.0000,202.2024,-83.2365,202.3949,-83.2125
249.1599,-0.0046,-0.1194,-0.0046,0.0000,202.0036,-83.2589,202.1977,-83.2364
249.1799,0.0039,-0.2996,0.0039,0.0000,201.8051,-83.2828,202.0075,-83.2592
249.1999,0.0005,-0.0323,0.0005,0.0000,201.6066,-83.3073,201.8048,-83.2832
249.2199,-0.0152,0.4583,-0.0152,0.0000,201.4081,-83.3317,201.5914,-83.3082
249.2399,-0.0133,0.1669,-0.0133,0.0000,201.2094,-83.3551,201.4209,-83.3280
249.2599,-0.0029,-0.2193,-0.0029,0.0000,201.0108,-83.3783,201.2084,-83.3524
249.2799,-0.0165,0.3150,-0.0165,0.0000,200.8120,-83.4006,201.0264,-83.3731
249.2999,-0.0166,0.1655,-0.0166,0.0000,200.6131,-83.4212,200.7955,-83.3991
249.3199,-0.0067,-0.1990,-0.0067,0.0000,200.4141,-83.4410,200.6194,-83.4187
249.3399,0.0102,-0.5819,0.0102,0.0000,200.2151,-83.4609,200.4242,-83.4402
249.3599,0.0046,-0.0989,0.0046,0.0000,200.0162,-83.4817,200.2194,-83.4625
249.3799,0.0099,-0.2044,0.0099,0.0000,199.8174,-83.5043,200.0260,-83.4833
249.3999,0.0055,0.0346,0.0055,0.0000,199.6188,-83.5277,199.8229,-83.5049
249.4199,-0.0088,0.4386,-0.0088,0.0000,199.4202,-83.5512,199.6274,-83.5255
249.4399,-0.0060,0.1243,-0.0060,0.0000,199.2215,-83.5739,199.4242,-83.5467
249.4599,-0.0097,0.1737,-0.0097,0.0000,199.0226,-83.5950,199.2136,-83.5684
249.4799,-0.0081,0.0458,-0.0081,0.0000,198.8237,-83.6153,199.0180,-83.5883
249.4999,-0.0149,0.2345,-0.0149,0.0000,198.6245,-83.6340,198.8357,-83.6066
249.5199,-0.0091,-0.0500,-0.0091,0.0000,198.4253,-83.6519,198.6303,-83.6270
249.5399,-0.0076,-0.0523,-0.0076,0.0000,198.2262,-83.6699,198.4190,-83.6478
249.5599,-0.0046,-0.1006,-0.0046,0.0000,198.0270,-83.6888,198.2227,-83.6669
249.5799,-0.0032,-0.0785,-0.0032,0.0000,197.8280,-83.7084,198.0272,-83.6856
249.5999,-0.0055,0.0413,-0.0055,0.0000,197.6290,-83.7280,197.8238,-83.7049
249.6199,-0.0166,0.3592,-0.0166,0.0000,197.4298,-83.7466,197.6127,-83.7246
249.6399,-0.0097,-0.0224,-0.0097,0.0000,197.2307,-83.7652,197.4211,-83.7423
249.6599,-0.0076,-0.0597,-0.0076,0.0000,197.0316,-83.7844,197.2355,-83.7593
249.6799,-0.0131,0.1498,-0.0131,0.0000,196.8325,-83.8033,197.0198,-83.7788
249.6999,-0.0171,0.2043,-0.0171,0.0000,196.6333,-83.8211,196.8167,-83.7968
249.7199,-0.0090,-0.1275,-0.0090,0.0000,196.4341,-83.8387,196.6365,-83.8127
249.7399,-0.0137,0.0970,-0.0137,0.0000,196.2348,-83.8554,196.4442,-83.8294
249.7599,-0.0115,-0.0043,-0.0115,0.0000,196.0355,-83.8719,196.2259,-83.8481
249.7799,-0.0104,-0.0172,-0.0104,0.0000,195.8362,-83.8886,196.0278,-83.8649
249.7999,-0.0078,-0.0721,-0.0078,0.0000,195.6369,-83.9059,195.8367,-83.8808
249.8199,-0.0092,0.0241,-0.0092,0.0000,195.4377,-83.9232,195.6330,-83.8976
249.8399,-0.0173,0.2654,-0.0173,0.0000,195.2384,-83.9395,195.4512,-83.9124
249.8599,-0.0141,0.0459,-0.0141,0.0000,195.0390,-83.9553,195.2475,-83.9287
249.8799,-0.0109,-0.0570,-0.0109,0.0000,194.8396,-83.9716,195.0341,-83.9456
249.8999,-0.0166,0.1622,-0.0166,0.0000,194.6403,-83.9873,194.8514,-83.9598
249.9199,-0.0195,0.1812,-0.0195,0.0000,194.4408,-84.0018,194.6554,-83.9749
249.9399,-0.0123,-0.1116,-0.0123,0.0000,194.2413,-84.0159,194.4339,-83.9917
249.9599,-0.0116,-0.0523,-0.0116,0.0000,194.0418,-84.0303,194.2468,-84.0057
249.9799,-0.0095,-0.0689,-0.0095,0.0000,193.8424,-84.0454,194.0412,-84.0209
249.9999,-0.0115,0.0430,-0.0115,0.0000,193.6429,-84.0604,193.8470,-84.0349
250.0199,-0.0109,0.0177,-0.0109,0.0000,193.4435,-84.0751,193.6432,-84.0495
250.0399,-0.0122,0.0652,-0.0122,0.0000,193.2440,-84.0893,193.4468,-84.0634
250.0599,-0.0118,0.0339,-0.0118,0.0000,193.0445,-84.1031,193.2429,-84.0775
250.0799,-0.0171,0.1886,-0.0171,0.0000,192.8449,-84.1157,193.0315,-84.0919
250.0999,-0.0143,0.0235,-0.0143,0.0000,192.6452,-84.1280,192.8353,-84.1051
250.1199,-0.0130,-0.0086,-0.0130,0.0000,192.4456,-84.1404,192.6524,-84.1172
250.1399,-0.0098,-0.0794,-0.0098,0.0000,192.2461,-84.1536,192.4465,-84.1306
250.1599,-0.0149,0.1307,-0.0149,0.0000,192.0465,-84.1667,192.2345,-84.1442
250.1799,-0.0134,0.0351,-0.0134,0.0000,191.8469,-84.1795,192.0376,-84.1566
250.1999,-0.0120,-0.0088,-0.0120,0.0000,191.6473,-84.1923,191.8415,-84.1688
250.2199,-0.0148,0.0985,-0.0148,0.0000,191.4477,-84.2044,191.6375,-84.1812
250.2399,-0.0189,0.1839,-0.0189,0.0000,191.2480,-84.2149,191.4617,-84.1917
250.2599,-0.0113,-0.1194,-0.0113,0.0000,191.0482,-84.2247,191.2513,-84.2041
250.2799,-0.0088,-0.1110,-0.0088,0.0000,190.8484,-84.2345,191.0473,-84.2159
250.2999,-0.0185,0.2555,-0.0185,0.0000,190.6487,-84.2436,190.8310,-84.2282
250.3199,-0.0157,0.0548,-0.0157,0.0000,190.4488,-84.2521,190.6632,-84.2376
250.3399,-0.0034,-0.3214,-0.0034,0.0000,190.2490,-84.2610,190.4467,-84.2495
250.3599,-0.0050,-0.0888,-0.0050,0.0000,190.0493,-84.2707,190.2539,-84.2598
250.3799,-0.0037,-0.0682,-0.0037,0.0000,189.8495,-84.2811,190.0529,-84.2705
250.3999,-0.0131,0.2604,-0.0131,0.0000,189.6498,-84.2913,189.8364,-84.2817
250.4199,-0.0049,-0.1121,-0.0049,0.0000,189.4501,-84.3022,189.6449,-84.2914
250.4399,-0.0093,0.0922,-0.0093,0.0000,189.2504,-84.3129,189.4408,-84.3015
250.4599,-0.0087,0.0375,-0.0087,0.0000,189.0507,-84.3233,189.2587,-84.3104
250.4799,-0.0050,-0.0797,-0.0050,0.0000,188.8510,-84.3341,189.0546,-84.3202
250.4999,-0.0108,0.1482,-0.0108,0.0000,188.6512,-84.3445,188.8408,-84.3302
250.5199,-0.0089,0.0232,-0.0089,0.0000,188.4515,-84.3548,188.6578,-84.3386
250.5399,-0.0125,0.1311,-0.0125,0.0000,188.2517,-84.3639,188.4615,-84.3474
250.5599,-0.0142,0.1288,-0.0142,0.0000,188.0519,-84.3718,188.2392,-84.3571
250.5799,-0.0111,-0.0169,-0.0111,0.0000,187.8520,-84.3793,188.0428,-84.3655
250.5999,-0.0082,-0.0753,-0.0082,0.0000,187.6522,-84.3872,187.8459,-84.3738
250.6199,-0.0055,-0.1019,-0.0055,0.0000,187.4524,-84.3961,187.6516,-84.3817
250.6399,-0.0079,0.0384,-0.0079,0.0000,187.2526,-84.4051,187.4474,-84.3899
250.6599,-0.0078,0.0255,-0.0078,0.0000,187.0528,-84.4139,187.2507,-84.3976
250.6799,-0.0106,0.1089,-0.0106,0.0000,186.8529,-84.4217,187.0465,-84.4053
250.6999,-0.0200,0.3433,-0.0200,0.0000,186.6530,-84.4275,186.8348,-84.4132
250.7199,-0.0164,0.0706,-0.0164,0.0000,186.4531,-84.4323,186.6383,-84.4203
250.7399,-0.0060,-0.2560,-0.0060,0.0000,186.2531,-84.4368,186.4553,-84.4267
250.7599,-0.0050,-0.1305,-0.0050,0.0000,186.0532,-84.4419,186.2491,-84.4338
250.7799,-0.0164,0.2911,-0.0164,0.0000,185.8532,-84.4469,186.0368,-84.4408
250.7999,-0.0135,0.0659,-0.0135,0.0000,185.6533,-84.4511,185.8397,-84.4472
250.8199,0.0101,-0.6566,0.0101,0.0000,185.4533,-84.4556,185.6434,-84.4534
250.8399,0.0147,-0.4335,0.0147,0.0000,185.2534,-84.4611,185.4392,-84.4596
250.8599,0.0105,-0.0802,0.0105,0.0000,185.0535,-84.4674,185.2632,-84.4648
250.8799,0.0035,0.1662,0.0035,0.0000,184.8536,-84.4736,185.0529,-84.4708
250.8999,0.0056,0.0104,0.0056,0.0000,184.6537,-84.4798,184.8488,-84.4765
250.9199,0.0144,-0.2598,0.0144,0.0000,184.4538,-84.4866,184.6680,-84.4814
250.9399,0.0104,-0.0077,0.0104,0.0000,184.2540,-84.4936,184.4642,-84.4866
250.9599,-0.0065,0.4936,-0.0065,0.0000,184.0540,-84.4997,184.2477,-84.4921
250.9799,-0.0089,0.3011,-0.0089,0.0000,183.8541,-84.5043,184.0457,-84.4969
250.9999,-0.0030,-0.0278,-0.0030,0.0000,183.6541,-84.5081,183.8537,-84.5014
251.0199,-0.0171,0.4171,-0.0171,0.0000,183.4541,-84.5103,183.6371,-84.5062
251.0399,-0.0086,-0.0470,-0.0086,0.0000,183.2542,-84.5118,183.4456,-84.5103
251.0599,0.0102,-0.5666,0.0102,0.0000,183.0542,-84.5133,183.2641,-84.5140
251.0799,0.0069,-0.1594,0.0069,0.0000,182.8542,-84.5157,183.0592,-84.5180
251.0999,0.0062,-0.0523,0.0062,0.0000,182.6542,-84.5187,182.8550,-84.5218
251.1199,0.0147,-0.2811,0.0147,0.0000,182.4542,-84.5230,182.6412,-84.5256
251.1399,0.0070,0.0941,0.0070,0.0000,182.2543,-84.5278,182.4582,-84.5287
251.1599,0.0087,-0.0127,0.0087,0.0000,182.0544,-84.5327,182.2619,-84.5319
251.1799,0.0147,-0.1899,0.0147,0.0000,181.8544,-84.5386,182.0399,-84.5353
251.1999,-0.0110,0.6690,-0.0110,0.0000,181.6545,-84.5446,181.8435,-84.5381
251.2199,-0.0088,0.2474,-0.0088,0.0000,181.4546,-84.5499,181.6467,-84.5407
251.2399,-0.0071,0.0745,-0.0071,0.0000,181.2547,-84.5545,181.4525,-84.5431
251.2599,-0.0110,0.1594,-0.0110,0.0000,181.0547,-84.5575,181.2484,-84.5455
251.2799,-0.0103,0.0687,-0.0103,0.0000,180.8547,-84.5598,181.0516,-84.5476
251.2999,-0.0124,0.1073,-0.0124,0.0000,180.6547,-84.5611,180.8476,-84.5497
251.3199,-0.0198,0.2864,-0.0198,0.0000,180.4547,-84.5604,180.6719,-84.5513
251.3399,-0.0166,0.0596,-0.0166,0.0000,180.2547,-84.5587,180.4397,-84.5532
251.3599,-0.0046,-0.3091,-0.0046,0.0000,180.0547,-84.5568,180.2568,-84.5546
251.3799,-0.0040,-0.1461,-0.0040,0.0000,179.8547,-84.5555,180.0508,-84.5559
251.3999,0.0161,-0.6547,0.0161,0.0000,179.6547,-84.5557,179.8387,-84.5571
251.4199,0.0129,-0.2091,0.0129,0.0000,179.4547,-84.5579,179.6420,-84.5581
251.4399,0.0090,0.0122,0.0090,0.0000,179.2548,-84.5614,179.4457,-84.5589
251.4599,-0.0131,0.6599,-0.0131,0.0000,179.0548,-84.5652,179.2418,-84.5595
251.4799,-0.0126,0.2959,-0.0126,0.0000,178.8548,-84.5685,179.0662,-84.5600
251.4999,-0.0084,0.0238,-0.0084,0.0000,178.6548,-84.5716,178.8562,-84.5603
251.5199,-0.0115,0.1174,-0.0115,0.0000,178.4548,-84.5737,178.6523,-84.5604
251.5399,-0.0215,0.3692,-0.0215,0.0000,178.2549,-84.5738,178.4718,-84.5604
251.5599,-0.0191,0.1197,-0.0191,0.0000,178.0549,-84.5727,178.2684,-84.5603
251.5799,-0.0131,-0.1001,-0.0131,0.0000,177.8549,-84.5714,178.0521,-84.5599
251.5999,-0.0128,-0.0342,-0.0128,0.0000,177.6549,-84.5703,177.8502,-84.5594
251.6199,-0.0121,-0.0168,-0.0121,0.0000,177.4549,-84.5694,177.6586,-84.5588
251.6399,-0.0168,0.1506,-0.0168,0.0000,177.2549,-84.5679,177.4426,-84.5579
251.6599,-0.0115,-0.0682,-0.0115,0.0000,177.0549,-84.5665,177.2512,-84.5569
251.6799,-0.0130,0.0318,-0.0130,0.0000,176.8549,-84.5648,177.0475,-84.5558
251.6999,-0.0149,0.0893,-0.0149,0.0000,176.6549,-84.5622,176.8658,-84.5546
251.7199,-0.0116,-0.0388,-0.0116,0.0000,176.4549,-84.5596,176.6620,-84.5531
251.7399,-0.0102,-0.0415,-0.0102,0.0000,176.2549,-84.5574,176.4489,-84.5514
251.7599,-0.0135,0.0969,-0.0135,0.0000,176.0549,-84.5548,176.2661,-84.5498
251.7799,-0.0168,0.1606,-0.0168,0.0000,175.8550,-84.5508,176.0703,-84.5479
251.7999,-0.0082,-0.1627,-0.0082,0.0000,175.6550,-84.5465,175.8487,-84.5456
251.8199,-0.0074,-0.0801,-0.0074,0.0000,175.4551,-84.5426,175.6618,-84.5435
251.8399,-0.0021,-0.1825,-0.0021,0.0000,175.2551,-84.5399,175.4565,-84.5410
251.8599,-0.0078,0.0957,-0.0078,0.0000,175.0551,-84.5376,175.2627,-84.5385
251.8799,-0.0045,-0.0426,-0.0045,0.0000,174.8551,-84.5357,175.0592,-84.5358
251.8999,-0.0083,0.1048,-0.0083,0.0000,174.6551,-84.5334,174.8629,-84.5330
251.9199,-0.0056,-0.0216,-0.0056,0.0000,174.4551,-84.5314,174.6594,-84.5299
251.9399,-0.0082,0.0789,-0.0082,0.0000,174.2552,-84.5287,174.4485,-84.5266
251.9599,-0.0057,-0.0234,-0.0057,0.0000,174.0552,-84.5262,174.2529,-84.5234
251.9799,-0.0163,0.3152,-0.0163,0.0000,173.8552,-84.5230,174.0703,-84.5202
251.9999,-0.0118,0.0278,-0.0118,0.0000,173.6552,-84.5196,173.8650,-84.5165
252.0199,-0.0101,-0.0185,-0.0101,0.0000,173.4552,-84.5164,173.6626,-84.5127
252.0399,-0.0089,-0.0301,-0.0089,0.0000,173.2553,-84.5135,173.4596,-84.5087
252.0599,-0.0110,0.0641,-0.0110,0.0000,173.0553,-84.5101,173.2618,-84.5047
252.0799,-0.0102,0.0210,-0.0102,0.0000,172.8553,-84.5064,173.0585,-84.5004
252.0999,-0.0154,0.1808,-0.0154,0.0000,172.6554,-84.5017,172.8669,-84.4963
252.1199,-0.0102,-0.0522,-0.0102,0.0000,172.4554,-84.4968,172.6562,-84.4915
252.1399,-0.0103,-0.0047,-0.0103,0.0000,172.2555,-84.4919,172.4530,-84.4868
252.1599,-0.0100,0.0057,-0.0100,0.0000,172.0556,-84.4870,172.2575,-84.4821
252.1799,-0.0114,0.0612,-0.0114,0.0000,171.8557,-84.4815,172.0616,-84.4773
252.1999,-0.0109,0.0281,-0.0109,0.0000,171.6557,-84.4757,171.8505,-84.4719
252.2199,-0.0138,0.1152,-0.0138,0.0000,171.4559,-84.4687,171.6454,-84.4665
252.2399,-0.0103,-0.0307,-0.0103,0.0000,171.2560,-84.4616,171.4634,-84.4616
252.2599,-0.0131,0.0863,-0.0131,0.0000,171.0561,-84.4535,171.2680,-84.4563
252.2799,-0.0035,-0.2288,-0.0035,0.0000,170.8563,-84.4455,171.0576,-84.4503
252.2999,-0.0019,-0.1401,-0.0019,0.0000,170.6564,-84.4383,170.8547,-84.4444
252.3199,0.0026,-0.1908,0.0026,0.0000,170.4565,-84.4328,170.6590,-84.4386
252.3399,-0.0005,0.0092,-0.0005,0.0000,170.2565,-84.4281,170.4561,-84.4325
252.3599,-0.0067,0.1960,-0.0067,0.0000,170.0566,-84.4234,170.2631,-84.4265
252.3799,-0.0114,0.2380,-0.0114,0.0000,169.8567,-84.4178,170.0675,-84.4203
252.3999,-0.0162,0.2667,-0.0162,0.0000,169.6568,-84.4106,169.8724,-84.4139
252.4199,-0.0064,-0.1526,-0.0064,0.0000,169.4570,-84.4025,169.6519,-84.4066
252.4399,-0.0025,-0.1701,-0.0025,0.0000,169.2571,-84.3945,169.4570,-84.4000
252.4599,-0.0176,0.3814,-0.0176,0.0000,169.0573,-84.3855,169.2397,-84.3925
252.4799,0.0058,-0.5030,0.0058,0.0000,168.8575,-84.3766,169.0630,-84.3863
252.4999,0.0038,-0.1654,0.0038,0.0000,168.6577,-84.3685,168.8604,-84.3790
252.5199,0.0031,-0.0520,0.0031,0.0000,168.4578,-84.3609,168.6573,-84.3716
252.5399,0.0043,-0.0580,0.0043,0.0000,168.2579,-84.3539,168.4548,-84.3641
252.5599,0.0066,-0.0945,0.0066,0.0000,168.0580,-84.3478,168.2518,-84.3564
252.5799,0.0036,0.0454,0.0036,0.0000,167.8581,-84.3418,168.0615,-84.3490
252.5999,-0.0114,0.4698,-0.0114,0.0000,167.6582,-84.3351,167.8468,-84.3406
252.6199,-0.0062,0.0693,-0.0062,0.0000,167.4584,-84.3276,167.6642,-84.3333
252.6399,-0.0115,0.2011,-0.0115,0.0000,167.2586,-84.3187,167.4697,-84.3254
252.6599,-0.0159,0.2387,-0.0159,0.0000,167.0589,-84.3074,167.2744,-84.3174
252.6799,0.0054,-0.5086,0.0054,0.0000,166.8593,-84.2946,167.0642,-84.3086
252.6999,0.0061,-0.2454,0.0061,0.0000,166.6598,-84.2811,166.8620,-84.3000
252.7199,0.0140,-0.3463,0.0140,0.0000,166.4602,-84.2678,166.6497,-84.2908
252.7399,0.0189,-0.3121,0.0189,0.0000,166.2606,-84.2556,166.4477,-84.2820
252.7599,0.0227,-0.2673,0.0227,0.0000,166.0609,-84.2452,166.2735,-84.2743
252.7799,0.0253,-0.2166,0.0253,0.0000,165.8610,-84.2369,166.0438,-84.2639
252.7999,0.0188,0.0755,0.0188,0.0000,165.6612,-84.2300,165.8627,-84.2556
