Time(s),LateralError(m),ControlOutput(u),VehiclePosX(m),ReferencePosX(m),VehicleGlobalX,VehicleGlobalZ,TargetGlobalX,TargetGlobalZ
263.5399,-0.0313,0.1065,-0.0313,0.0000,0.4110,-5.3707,0.4735,-5.5604
263.5599,-0.0326,0.1320,-0.0326,0.0000,0.3800,-5.1732,0.4434,-5.3735
263.5799,-0.0319,0.0892,-0.0319,0.0000,0.3499,-4.9754,0.4108,-5.1649
263.5999,-0.0323,0.0981,-0.0323,0.0000,0.3207,-4.7776,0.3821,-4.9746
263.6199,-0.0341,0.1449,-0.0341,0.0000,0.2929,-4.5795,0.3543,-4.7833
263.6399,-0.0335,0.0990,-0.0335,0.0000,0.2661,-4.3813,0.3239,-4.5667
263.6599,-0.0340,0.1074,-0.0340,0.0000,0.2403,-4.1830,0.2997,-4.3868
263.6799,-0.0327,0.0586,-0.0327,0.0000,0.2152,-3.9846,0.2728,-4.1793
263.6999,-0.0338,0.1101,-0.0338,0.0000,0.1910,-3.7860,0.2489,-3.9867
263.7199,-0.0341,0.1071,-0.0341,0.0000,0.1679,-3.5874,0.2243,-3.7786
263.7399,-0.0347,0.1155,-0.0347,0.0000,0.1460,-3.3886,0.2021,-3.5812
263.7599,-0.0353,0.1223,-0.0353,0.0000,0.1252,-3.1897,0.1813,-3.3872
263.7799,-0.0361,0.1289,-0.0361,0.0000,0.1057,-2.9906,0.1605,-3.1820
263.7999,-0.0370,0.1376,-0.0370,0.0000,0.0875,-2.7915,0.1425,-2.9944
263.8199,-0.0367,0.1059,-0.0367,0.0000,0.0704,-2.5922,0.1242,-2.7913
263.8399,-0.0373,0.1199,-0.0373,0.0000,0.0544,-2.3928,0.1068,-2.5839
263.8599,-0.0374,0.1083,-0.0374,0.0000,0.0395,-2.1934,0.0915,-2.3886
263.8799,-0.0379,0.1176,-0.0379,0.0000,0.0257,-1.9939,0.0771,-2.1892
263.8999,-0.0387,0.1326,-0.0387,0.0000,0.0133,-1.7942,0.0637,-1.9863
263.9199,-0.0388,0.1180,-0.0388,0.0000,0.0019,-1.5946,0.0520,-1.7915
263.9399,-0.0400,0.1445,-0.0400,0.0000,-0.0080,-1.3948,0.0416,-1.6000
263.9599,-0.0396,0.1106,-0.0396,0.0000,-0.0168,-1.1950,0.0316,-1.3936
263.9799,-0.0403,0.1274,-0.0403,0.0000,-0.0244,-0.9951,0.0234,-1.1978
263.9999,-0.0406,0.1224,-0.0406,0.0000,-0.0307,-0.7953,0.0162,-0.9930
264.0199,-0.0414,0.1361,-0.0414,0.0000,-0.0358,-0.5953,0.0103,-0.7897
264.0399,-0.0419,0.1361,-0.0419,0.0000,-0.0395,-0.3953,0.0057,-0.5896
264.0599,-0.0422,0.1281,-0.0422,0.0000,-0.0419,-0.1954,0.0026,-0.3976
264.0799,-0.0432,0.1472,-0.0432,0.0000,-0.0430,0.0046,0.0007,-0.2022
264.0999,-0.0442,0.1565,-0.0442,0.0000,-0.0424,0.2046,0.0000,-0.0056
264.1199,-0.0440,0.1286,-0.0440,0.0000,-0.0407,0.4046,0.0015,0.2020
264.1399,-0.0467,0.2004,-0.0467,0.0000,-0.0369,0.6046,0.0061,0.4032
264.1599,-0.0505,0.2657,-0.0505,0.0000,-0.0305,0.8045,0.0135,0.6020
264.1799,-0.0545,0.3087,-0.0545,0.0000,-0.0211,1.0043,0.0240,0.8032
264.1999,-0.0584,0.3263,-0.0584,0.0000,-0.0085,1.2039,0.0369,0.9980
264.2199,-0.0622,0.3388,-0.0622,0.0000,0.0075,1.4032,0.0537,1.2056
264.2399,-0.0650,0.3157,-0.0650,0.0000,0.0266,1.6023,0.0725,1.4020
264.2599,-0.0674,0.2989,-0.0674,0.0000,0.0487,1.8011,0.0938,1.5968
264.2799,-0.0700,0.2974,-0.0700,0.0000,0.0736,1.9995,0.1173,1.7876
264.2999,-0.0721,0.2874,-0.0721,0.0000,0.1014,2.1976,0.1445,1.9864
264.3199,-0.0741,0.2824,-0.0741,0.0000,0.1320,2.3952,0.1749,2.1876
264.3399,-0.0764,0.2910,-0.0764,0.0000,0.1653,2.5924,0.2082,2.3900
264.3599,-0.0779,0.2718,-0.0779,0.0000,0.2014,2.7892,0.2426,2.5832
264.3799,-0.0797,0.2775,-0.0797,0.0000,0.2401,2.9854,0.2775,2.7656
264.3999,-0.0808,0.2586,-0.0808,0.0000,0.2813,3.1811,0.3180,2.9642
264.4199,-0.0824,0.2664,-0.0824,0.0000,0.3250,3.3762,0.3630,3.1708
264.4399,-0.0835,0.2583,-0.0835,0.0000,0.3713,3.5708,0.4077,3.3642
264.4599,-0.0844,0.2485,-0.0844,0.0000,0.4199,3.7648,0.4519,3.5458
264.4799,-0.0855,0.2519,-0.0855,0.0000,0.4710,3.9582,0.5040,3.7493
264.4999,-0.0862,0.2451,-0.0862,0.0000,0.5243,4.1510,0.5526,3.9305
264.5199,-0.0869,0.2386,-0.0869,0.0000,0.5799,4.3431,0.6084,4.1290
264.5399,-0.0876,0.2388,-0.0876,0.0000,0.6378,4.5345,0.6628,4.3149
264.5599,-0.0882,0.2381,-0.0882,0.0000,0.6979,4.7253,0.7235,4.5134
264.5799,-0.0886,0.2306,-0.0886,0.0000,0.7602,4.9153,0.7805,4.6931
264.5999,-0.0888,0.2223,-0.0888,0.0000,0.8246,5.1047,0.8431,4.8835
264.6199,-0.0890,0.2202,-0.0890,0.0000,0.8909,5.2933,0.9069,5.0710
264.6399,-0.0892,0.2186,-0.0892,0.0000,0.9594,5.4813,0.9769,5.2695
264.6599,-0.0892,0.2114,-0.0892,0.0000,1.0297,5.6685,1.0451,5.4566
264.6799,-0.0892,0.2095,-0.0892,0.0000,1.1020,5.8550,1.1099,5.6292
264.6999,-0.0888,0.1947,-0.0888,0.0000,1.1761,6.0407,1.1864,5.8272
264.7199,-0.0888,0.2020,-0.0888,0.0000,1.2520,6.2258,1.2611,6.0152
264.7399,-0.0886,0.1999,-0.0886,0.0000,1.3297,6.4100,1.3297,6.1832
264.7599,-0.0883,0.1958,-0.0883,0.0000,1.4092,6.5936,1.4061,6.3656
264.7799,-0.0873,0.1700,-0.0873,0.0000,1.4903,6.7764,1.4914,6.5642
264.7999,-0.0873,0.1911,-0.0873,0.0000,1.5730,6.9585,1.5739,6.7513
264.8199,-0.0863,0.1682,-0.0863,0.0000,1.6572,7.1399,1.6541,6.9290
264.8399,-0.0856,0.1646,-0.0856,0.0000,1.7429,7.3206,1.7358,7.1061
264.8599,-0.0850,0.1698,-0.0850,0.0000,1.8301,7.5006,1.8194,7.2835
264.8799,-0.0851,0.1879,-0.0851,0.0000,1.9189,7.6798,1.9103,7.4723
264.8999,-0.0842,0.1690,-0.0842,0.0000,2.0093,7.8582,1.9977,7.6500
264.9199,-0.0831,0.1534,-0.0831,0.0000,2.1010,8.0360,2.0856,7.8254
264.9399,-0.0822,0.1497,-0.0822,0.0000,2.1939,8.2131,2.1732,7.9968
264.9599,-0.0814,0.1522,-0.0814,0.0000,2.2882,8.3894,2.2656,8.1746
264.9799,-0.0809,0.1602,-0.0809,0.0000,2.3839,8.5651,2.3563,8.3458
264.9999,-0.0805,0.1670,-0.0805,0.0000,2.4810,8.7399,2.4487,8.5173
265.0199,-0.0789,0.1330,-0.0789,0.0000,2.5792,8.9141,2.5528,8.7074
265.0399,-0.0783,0.1472,-0.0783,0.0000,2.6787,9.0876,2.6520,8.8851
265.0599,-0.0769,0.1293,-0.0769,0.0000,2.7793,9.2605,2.7491,9.0566
265.0799,-0.0762,0.1391,-0.0762,0.0000,2.8811,9.4326,2.8394,9.2136
265.0999,-0.0745,0.1132,-0.0745,0.0000,2.9838,9.6043,2.9470,9.3980
265.1199,-0.0735,0.1234,-0.0735,0.0000,3.0876,9.7752,3.0485,9.5692
265.1399,-0.0734,0.1504,-0.0734,0.0000,3.1926,9.9454,3.1442,9.7285
265.1599,-0.0715,0.1107,-0.0715,0.0000,3.2985,10.1151,3.2531,9.9074
265.1799,-0.0711,0.1334,-0.0711,0.0000,3.4056,10.2840,3.3630,10.0852
265.1999,-0.0704,0.1358,-0.0704,0.0000,3.5138,10.4523,3.4704,10.2567
265.2199,-0.0682,0.0925,-0.0682,0.0000,3.6227,10.6200,3.5700,10.4136
265.2399,-0.0673,0.1083,-0.0673,0.0000,3.7325,10.7871,3.6816,10.5876
265.2599,-0.0664,0.1157,-0.0664,0.0000,3.8432,10.9537,3.7844,10.7458
265.2799,-0.0651,0.1046,-0.0651,0.0000,3.9549,11.1196,3.8973,10.9173
265.2999,-0.0648,0.1286,-0.0648,0.0000,4.0675,11.2849,4.0134,11.0918
265.3199,-0.0629,0.0923,-0.0629,0.0000,4.1809,11.4496,4.1190,11.2487
265.3399,-0.0619,0.0996,-0.0619,0.0000,4.2951,11.6138,4.2304,11.4124
265.3599,-0.0614,0.1178,-0.0614,0.0000,4.4102,11.7774,4.3501,11.5864
265.3799,-0.0600,0.0960,-0.0600,0.0000,4.5262,11.9403,4.4629,11.7486
265.3999,-0.0585,0.0829,-0.0585,0.0000,4.6427,12.1029,4.5735,11.9061
265.4199,-0.0577,0.0994,-0.0577,0.0000,4.7601,12.2648,4.6860,12.0646
265.4399,-0.0565,0.0924,-0.0565,0.0000,4.8782,12.4262,4.8086,12.2358
265.4599,-0.0554,0.0889,-0.0554,0.0000,4.9970,12.5871,4.9251,12.3968
265.4799,-0.0554,0.1203,-0.0554,0.0000,5.1167,12.7473,5.0474,12.5642
265.4999,-0.0529,0.0599,-0.0529,0.0000,5.2369,12.9072,5.1585,12.7149
265.5199,-0.0530,0.1084,-0.0530,0.0000,5.3580,13.0664,5.2851,12.8852
265.5399,-0.0508,0.0607,-0.0508,0.0000,5.4795,13.2252,5.4015,13.0403
265.5599,-0.0511,0.1128,-0.0511,0.0000,5.6019,13.3834,5.5267,13.2056
265.5799,-0.0485,0.0478,-0.0485,0.0000,5.7246,13.5413,5.6364,13.3494
265.5999,-0.0472,0.0560,-0.0472,0.0000,5.8478,13.6988,5.7637,13.5149
265.6199,-0.0469,0.0894,-0.0469,0.0000,5.9717,13.8558,5.8797,13.6643
265.6399,-0.0455,0.0690,-0.0455,0.0000,6.0961,14.0124,6.0056,13.8254
265.6599,-0.0446,0.0748,-0.0446,0.0000,6.2211,14.1686,6.1324,13.9864
265.6799,-0.0447,0.1058,-0.0447,0.0000,6.3469,14.3241,6.2611,14.1486
265.6999,-0.0430,0.0641,-0.0430,0.0000,6.4732,14.4791,6.3767,14.2931
265.7199,-0.0416,0.0550,-0.0416,0.0000,6.5999,14.6339,6.5065,14.4542
265.7399,-0.0410,0.0735,-0.0410,0.0000,6.7272,14.7882,6.6348,14.6124
265.7599,-0.0410,0.0968,-0.0410,0.0000,6.8551,14.9419,6.7642,14.7708
265.7799,-0.0403,0.0880,-0.0403,0.0000,6.9838,15.0950,6.8773,14.9082
265.7999,-0.0371,0.0086,-0.0371,0.0000,7.1125,15.2481,7.0131,15.0723
265.8199,-0.0383,0.1007,-0.0383,0.0000,7.2419,15.4006,7.1482,15.2344
265.8399,-0.0353,0.0192,-0.0353,0.0000,7.3715,15.5529,7.2658,15.3746
265.8599,-0.0348,0.0527,-0.0348,0.0000,7.5014,15.7050,7.4015,15.5354
265.8799,-0.0336,0.0477,-0.0336,0.0000,7.6317,15.8567,7.5273,15.6835
265.8999,-0.0331,0.0635,-0.0331,0.0000,7.7625,16.0080,7.6574,15.8358
265.9199,-0.0325,0.0684,-0.0325,0.0000,7.8938,16.1589,7.7868,15.9864
265.9399,-0.0347,0.1503,-0.0347,0.0000,8.0262,16.3088,7.9089,16.1277
265.9599,-0.0305,0.0023,-0.0305,0.0000,8.1590,16.4583,8.0515,16.2918
265.9799,-0.0317,0.0904,-0.0317,0.0000,8.2925,16.6072,8.1716,16.4292
265.9999,-0.0268,-0.0513,-0.0268,0.0000,8.4261,16.7561,8.3107,16.5876
266.0199,-0.0257,-0.0045,-0.0257,0.0000,8.5596,16.9050,8.4412,16.7354
266.0399,-0.0250,0.0276,-0.0250,0.0000,8.6933,17.0537,8.5820,16.8939
266.0599,-0.0236,0.0181,-0.0236,0.0000,8.8272,17.2023,8.7087,17.0358
266.0799,-0.0230,0.0372,-0.0230,0.0000,8.9613,17.3507,8.8438,17.1864
266.0999,-0.0250,0.1215,-0.0250,0.0000,9.0963,17.4982,8.9712,17.3277
266.1199,-0.0243,0.0831,-0.0243,0.0000,9.2319,17.6453,9.1198,17.4918
266.1399,-0.0208,-0.0222,-0.0208,0.0000,9.3675,17.7923,9.2496,17.6344
266.1599,-0.0205,0.0254,-0.0205,0.0000,9.5033,17.9391,9.3777,17.7746
266.1799,-0.0225,0.1151,-0.0225,0.0000,9.6398,18.0853,9.5254,17.9354
266.1999,-0.0212,0.0580,-0.0212,0.0000,9.7768,18.2310,9.6447,18.0646
266.2199,-0.0178,-0.0323,-0.0178,0.0000,9.9136,18.3769,9.7937,18.2254
266.2399,-0.0165,-0.0106,-0.0165,0.0000,10.0503,18.5229,9.9289,18.3708
266.2599,-0.0163,0.0274,-0.0163,0.0000,10.1872,18.6687,10.0573,18.5082
266.2799,-0.0178,0.0976,-0.0178,0.0000,10.3248,18.8139,10.1917,18.6515
266.2999,-0.0145,-0.0157,-0.0145,0.0000,10.4624,18.9589,10.3346,18.8032
266.3199,-0.0163,0.0826,-0.0163,0.0000,10.6007,19.1034,10.4671,18.9434
266.3399,-0.0134,-0.0093,-0.0134,0.0000,10.7389,19.2480,10.6092,19.0931
266.3599,-0.0133,0.0277,-0.0133,0.0000,10.8774,19.3923,10.7504,19.2412
266.3799,-0.0127,0.0294,-0.0127,0.0000,11.0160,19.5365,10.8861,19.3832
266.3999,-0.0165,0.1624,-0.0165,0.0000,11.1555,19.6798,11.0325,19.5357
266.4199,-0.0155,0.0823,-0.0155,0.0000,11.2955,19.8226,11.1564,19.6643
266.4399,-0.0110,-0.0611,-0.0110,0.0000,11.4355,19.9655,11.2995,19.8124
266.4599,-0.0157,0.1478,-0.0157,0.0000,11.5761,20.1077,11.4329,19.9500
266.4799,-0.0157,0.1044,-0.0157,0.0000,11.7174,20.2493,11.5716,20.0926
266.4999,-0.0086,-0.1279,-0.0086,0.0000,11.8588,20.3907,11.7259,20.2507
266.5199,-0.0061,-0.1005,-0.0061,0.0000,11.9998,20.5325,11.8572,20.3848
266.5399,-0.0098,0.0932,-0.0098,0.0000,12.1409,20.6743,12.0078,20.5381
266.5599,-0.0040,-0.0997,-0.0040,0.0000,12.2815,20.8165,12.1387,20.6710
266.5799,-0.0034,-0.0353,-0.0034,0.0000,12.4219,20.9590,12.2796,20.8136
266.5999,-0.0087,0.1649,-0.0087,0.0000,12.5626,21.1011,12.4288,20.9642
266.6199,-0.0106,0.1616,-0.0106,0.0000,12.7043,21.2422,12.5711,21.1074
266.6399,-0.0119,0.1439,-0.0119,0.0000,12.8470,21.3824,12.7133,21.2500
266.6599,0.0064,-0.4492,0.0064,0.0000,12.9900,21.5221,12.8507,21.3876
266.6799,0.0116,-0.3404,0.0116,0.0000,13.1329,21.6621,12.9799,21.5165
266.6999,0.0050,0.0551,0.0050,0.0000,13.2762,21.8016,13.1287,21.6647
266.7199,0.0092,-0.0868,0.0092,0.0000,13.4192,21.9414,13.2670,21.8020
266.7399,0.0100,-0.0506,0.0100,0.0000,13.5619,22.0815,13.4176,21.9513
266.7599,0.0096,-0.0008,0.0096,0.0000,13.7046,22.2217,13.5530,22.0852
266.7799,0.0101,-0.0043,0.0101,0.0000,13.8473,22.3618,13.6953,22.2254
266.7999,0.0103,0.0012,0.0103,0.0000,13.9900,22.5020,13.8377,22.3656
266.8199,0.0116,-0.0279,0.0116,0.0000,14.1325,22.6423,13.9883,22.5134
266.8399,0.0093,0.0647,0.0093,0.0000,14.2753,22.7823,14.1284,22.6507
266.8599,0.0101,0.0148,0.0101,0.0000,14.4183,22.9221,14.2656,22.7848
266.8799,0.0166,-0.1785,0.0166,0.0000,14.5608,23.0625,14.4228,22.9381
266.8999,0.0098,0.1265,0.0098,0.0000,14.7034,23.2027,14.5605,23.0723
266.9199,0.0082,0.1147,0.0082,0.0000,14.8467,23.3422,14.6953,23.2032
266.9399,0.0071,0.0954,0.0071,0.0000,14.9906,23.4811,14.8397,23.3434
266.9599,0.0109,-0.0602,0.0109,0.0000,15.1346,23.6199,14.9930,23.4918
266.9799,0.0157,-0.1608,0.0157,0.0000,15.2781,23.7592,15.1406,23.6344
266.9999,0.0058,0.2273,0.0058,0.0000,15.4217,23.8985,15.2751,23.7642
267.0199,0.0077,0.0604,0.0077,0.0000,15.5656,24.0373,15.4224,23.9061
267.0399,0.0048,0.1246,0.0048,0.0000,15.7104,24.1753,15.5629,24.0412
267.0599,0.0079,-0.0223,0.0079,0.0000,15.8555,24.3129,15.7107,24.1832
267.0799,0.0077,0.0072,0.0077,0.0000,16.0006,24.4506,15.8480,24.3149
267.0999,0.0129,-0.1397,0.0129,0.0000,16.1452,24.5888,15.9878,24.4487
267.1199,0.0093,0.0523,0.0093,0.0000,16.2899,24.7269,16.1439,24.5980
267.1399,0.0090,0.0446,0.0090,0.0000,16.4348,24.8647,16.2881,24.7357
267.1599,0.0118,-0.0544,0.0118,0.0000,16.5794,25.0028,16.4230,24.8643
267.1799,0.0145,-0.0968,0.0145,0.0000,16.7234,25.1416,16.5831,25.0168
267.1999,0.0064,0.2035,0.0064,0.0000,16.8674,25.2805,16.7186,25.1458
267.2199,0.0049,0.1484,0.0049,0.0000,17.0118,25.4188,16.8635,25.2835
267.2399,0.0067,0.0264,0.0067,0.0000,17.1564,25.5570,17.0130,25.4254
267.2599,0.0140,-0.1908,0.0140,0.0000,17.3006,25.6956,17.1443,25.5500
267.2799,0.0064,0.1459,0.0064,0.0000,17.4450,25.8340,17.2949,25.6926
267.2999,0.0022,0.2025,0.0022,0.0000,17.5902,25.9715,17.4462,25.8358
267.3199,0.0090,-0.0941,0.0090,0.0000,17.7355,26.1090,17.5834,25.9656
267.3399,0.0063,0.0503,0.0063,0.0000,17.8811,26.2460,17.7399,26.1134
267.3599,0.0062,0.0390,0.0062,0.0000,18.0271,26.3828,17.8852,26.2507
267.3799,0.0093,-0.0611,0.0093,0.0000,18.1727,26.5199,18.0329,26.3900
267.3999,0.0054,0.1003,0.0054,0.0000,18.3185,26.6567,18.1680,26.5173
267.4199,0.0098,-0.0723,0.0098,0.0000,18.4641,26.7939,18.3103,26.6514
267.4399,0.0030,0.1806,0.0030,0.0000,18.6099,26.9308,18.4647,26.7968
267.4599,0.0068,-0.0167,0.0068,0.0000,18.7556,27.0678,18.6038,26.9278
267.4799,0.0049,0.0633,0.0049,0.0000,18.9017,27.2043,18.7575,27.0723
267.4999,0.0051,0.0356,0.0051,0.0000,19.0481,27.3406,18.8967,27.2032
267.5199,0.0086,-0.0732,0.0086,0.0000,19.1941,27.4773,19.0514,27.3486
267.5399,0.0054,0.0737,0.0054,0.0000,19.3404,27.6137,19.1942,27.4827
267.5599,0.0113,-0.1273,0.0113,0.0000,19.4863,27.7504,19.3298,27.6100
267.5799,0.0083,0.0410,0.0083,0.0000,19.6325,27.8869,19.4781,27.7494
267.5999,0.0082,0.0316,0.0082,0.0000,19.7789,28.0232,19.6243,27.8866
267.6199,0.0116,-0.0761,0.0116,0.0000,19.9249,28.1599,19.7819,28.0344
267.6399,0.0064,0.1284,0.0064,0.0000,20.0711,28.2963,19.9201,28.1642
267.6599,0.0112,-0.0714,0.0112,0.0000,20.2170,28.4332,20.0728,28.3074
267.6799,0.0149,-0.1357,0.0149,0.0000,20.3620,28.5709,20.2026,28.4292
267.6999,0.0057,0.2179,0.0057,0.0000,20.5066,28.7091,20.3575,28.5746
267.7199,0.0077,0.0514,0.0077,0.0000,20.6515,28.8470,20.5088,28.7165
267.7399,0.0083,0.0166,0.0083,0.0000,20.7964,28.9848,20.6556,28.8542
267.7599,0.0039,0.1521,0.0039,0.0000,20.9421,29.1218,20.7929,28.9832
267.7799,0.0113,-0.1384,0.0113,0.0000,21.0879,29.2587,20.9332,29.1149
267.7999,0.0148,-0.1573,0.0148,0.0000,21.2332,29.3962,21.0980,29.2695
267.8199,0.0024,0.3048,0.0024,0.0000,21.3786,29.5335,21.2347,29.3980
267.8399,-0.0042,0.3482,-0.0042,0.0000,21.5247,29.6700,21.3757,29.5305
267.8599,0.0087,-0.2049,0.0087,0.0000,21.6709,29.8065,21.5181,29.6643
267.8799,0.0136,-0.2276,0.0136,0.0000,21.8167,29.9434,21.6603,29.7980
267.8999,0.0024,0.2396,0.0024,0.0000,21.9626,30.0803,21.8174,29.9458
267.9199,0.0034,0.0935,0.0034,0.0000,22.1091,30.2164,21.9637,30.0835
267.9399,0.0093,-0.1186,0.0093,0.0000,22.2556,30.3525,22.1006,30.2124
267.9599,0.0094,-0.0436,0.0094,0.0000,22.4019,30.4890,22.2466,30.3500
267.9799,0.0054,0.1088,0.0054,0.0000,22.5484,30.6251,22.3979,30.4926
267.9999,0.0098,-0.0677,0.0098,0.0000,22.6946,30.7615,22.5386,30.6254
268.0199,0.0095,-0.0124,0.0095,0.0000,22.8408,30.8980,22.6925,30.7708
268.0399,0.0157,-0.1788,0.0157,0.0000,22.9863,31.0352,22.8435,30.9134
268.0599,0.0101,0.0890,0.0101,0.0000,23.1317,31.1725,22.9775,31.0403
268.0799,0.0179,-0.1836,0.0179,0.0000,23.2765,31.3105,23.1357,31.1900
268.0999,0.0094,0.1735,0.0094,0.0000,23.4212,31.4486,23.2700,31.3173
268.1199,0.0101,0.0637,0.0101,0.0000,23.5663,31.5863,23.4114,31.4514
268.1399,0.0107,0.0210,0.0107,0.0000,23.7115,31.7237,23.5645,31.5968
268.1599,0.0101,0.0349,0.0101,0.0000,23.8570,31.8610,23.7022,31.7277
268.1799,0.0117,-0.0216,0.0117,0.0000,24.0023,31.9984,23.8541,31.8723
268.1999,0.0119,-0.0085,0.0119,0.0000,24.1476,32.1358,23.9915,32.0032
268.2199,0.0133,-0.0392,0.0133,0.0000,24.2927,32.2736,24.1439,32.1486
268.2399,0.0124,0.0145,0.0124,0.0000,24.4378,32.4112,24.2843,32.2827
268.2599,0.0197,-0.2050,0.0197,0.0000,24.5824,32.5493,24.4391,32.4308
268.2799,0.0136,0.0898,0.0136,0.0000,24.7271,32.6873,24.5737,32.5598
268.2999,0.0200,-0.1477,0.0200,0.0000,24.8714,32.8259,24.7276,32.7074
268.3199,0.0173,0.0140,0.0173,0.0000,25.0157,32.9643,24.8544,32.8292
268.3399,0.0145,0.0905,0.0145,0.0000,25.1607,33.1021,25.0055,32.9746
268.3599,0.0160,-0.0003,0.0160,0.0000,25.3057,33.2399,25.1510,33.1149
268.3799,0.0183,-0.0655,0.0183,0.0000,25.4502,33.3781,25.2897,33.2487
268.3999,0.0194,-0.0634,0.0194,0.0000,25.5943,33.5168,25.4333,33.3876
268.4199,0.0204,-0.0607,0.0204,0.0000,25.7380,33.6559,25.5858,33.5354
268.4399,0.0209,-0.0437,0.0209,0.0000,25.8815,33.7953,25.7191,33.6646
268.4599,0.0201,0.0028,0.0201,0.0000,26.0249,33.9347,25.8711,33.8124
268.4799,0.0201,-0.0023,0.0201,0.0000,26.1683,34.0741,26.0136,33.9513
268.4999,0.0208,-0.0236,0.0208,0.0000,26.3115,34.2136,26.1507,34.0852
268.5199,0.0210,-0.0211,0.0210,0.0000,26.4547,34.3533,26.2942,34.2254
268.5399,0.0214,-0.0231,0.0214,0.0000,26.5976,34.4932,26.4371,34.3656
268.5599,0.0225,-0.0490,0.0225,0.0000,26.7402,34.6334,26.5877,34.5134
268.5799,0.0217,-0.0017,0.0217,0.0000,26.8828,34.7737,26.7270,34.6507
268.5999,0.0228,-0.0369,0.0228,0.0000,27.0252,34.9142,26.8630,34.7848
268.6199,0.0250,-0.0894,0.0250,0.0000,27.1669,35.0553,27.0180,34.9381
268.6399,0.0218,0.0490,0.0218,0.0000,27.3086,35.1964,27.1533,35.0723
268.6599,0.0216,0.0216,0.0216,0.0000,27.4505,35.3374,27.2955,35.2136
268.6799,0.0254,-0.1086,0.0254,0.0000,27.5919,35.4788,27.4257,35.3434
268.6999,0.0240,-0.0149,0.0240,0.0000,27.7332,35.6203,27.5691,35.4866
268.7199,0.0234,0.0065,0.0234,0.0000,27.8746,35.7618,27.7116,35.6292
268.7399,0.0222,0.0301,0.0222,0.0000,28.0161,35.9031,27.8563,35.7746
268.7599,0.0231,-0.0182,0.0231,0.0000,28.1576,36.0445,27.9973,35.9165
268.7799,0.0243,-0.0492,0.0243,0.0000,28.2987,36.1862,28.1440,36.0646
268.7999,0.0247,-0.0425,0.0247,0.0000,28.4395,36.3283,28.2796,36.2020
268.8199,0.0264,-0.0758,0.0264,0.0000,28.5797,36.4708,28.4265,36.3513
268.8399,0.0261,-0.0351,0.0261,0.0000,28.7198,36.6136,28.5579,36.4852
268.8599,0.0265,-0.0363,0.0265,0.0000,28.8595,36.7567,28.7053,36.6358
268.8799,0.0291,-0.1034,0.0291,0.0000,28.9986,36.9004,28.8319,36.7656
268.8999,0.0291,-0.0590,0.0291,0.0000,29.1372,37.0446,28.9706,36.9082
268.9199,0.0282,-0.0124,0.0282,0.0000,29.2758,37.1888,29.1287,37.0715
268.9399,0.0277,-0.0018,0.0277,0.0000,29.4143,37.3331,29.2675,37.2152
268.9599,0.0241,0.0946,0.0241,0.0000,29.5534,37.4768,29.3966,37.3494
268.9799,0.0271,-0.0564,0.0271,0.0000,29.6926,37.6205,29.5282,37.4866
268.9999,0.0294,-0.1042,0.0294,0.0000,29.8311,37.7647,29.6645,37.6292
269.0199,0.0278,-0.0110,0.0278,0.0000,29.9695,37.9091,29.8152,37.7876
269.0399,0.0299,-0.0812,0.0299,0.0000,30.1073,38.0540,29.9557,37.9357
269.0599,0.0318,-0.1062,0.0318,0.0000,30.2444,38.1996,30.0772,38.0643
269.0799,0.0293,0.0131,0.0293,0.0000,30.3813,38.3454,30.2207,38.2168
269.0999,0.0297,-0.0216,0.0297,0.0000,30.5181,38.4913,30.3635,38.3692
269.1199,0.0304,-0.0433,0.0304,0.0000,30.6546,38.6375,30.4921,38.5069
269.1399,0.0314,-0.0656,0.0314,0.0000,30.7906,38.7841,30.6264,38.6514
269.1599,0.0304,-0.0150,0.0304,0.0000,30.9265,38.9309,30.7669,38.8032
269.1799,0.0329,-0.0957,0.0329,0.0000,31.0617,39.0782,30.8961,38.9434
269.1999,0.0329,-0.0587,0.0329,0.0000,31.1965,39.2260,31.0466,39.1074
269.2199,0.0311,0.0089,0.0311,0.0000,31.3314,39.3737,31.1768,39.2500
269.2399,0.0315,-0.0249,0.0315,0.0000,31.4661,39.5215,31.3113,39.3980
269.2599,0.0321,-0.0448,0.0321,0.0000,31.6004,39.6697,31.4450,39.5458
269.2799,0.0328,-0.0560,0.0328,0.0000,31.7344,39.8182,31.5784,39.6939
269.2999,0.0338,-0.0736,0.0338,0.0000,31.8678,39.9672,31.7055,39.8358
269.3199,0.0340,-0.0562,0.0340,0.0000,32.0008,40.1166,31.8398,39.9864
269.3399,0.0363,-0.1144,0.0363,0.0000,32.1330,40.2667,31.9836,40.1486
269.3599,0.0341,-0.0054,0.0341,0.0000,32.2649,40.4170,32.1099,40.2918
269.3799,0.0365,-0.0936,0.0365,0.0000,32.3962,40.5679,32.2305,40.4292
269.3999,0.0337,0.0183,0.0337,0.0000,32.5274,40.7188,32.3688,40.5876
269.4199,0.0343,-0.0290,0.0343,0.0000,32.6584,40.8700,32.5061,40.7458
269.4399,0.0342,-0.0291,0.0342,0.0000,32.7891,41.0213,32.6339,40.8939
269.4599,0.0365,-0.0993,0.0365,0.0000,32.9192,41.1732,32.7557,41.0358
269.4799,0.0352,-0.0285,0.0352,0.0000,33.0490,41.3254,32.8930,41.1968
