Time(s),LateralError(m),ControlOutput(u),VehiclePosX(m),ReferencePosX(m),VehicleGlobalX,VehicleGlobalZ,TargetGlobalX,TargetGlobalZ
257.8999,-0.0147,0.0922,-0.0147,0.0000,30.0113,-52.2553,30.1753,-52.3880
257.9199,-0.0140,0.0438,-0.0140,0.0000,29.8622,-52.1219,30.0098,-52.2414
257.9399,-0.0108,-0.0528,-0.0108,0.0000,29.7129,-51.9889,29.8634,-52.1112
257.9599,-0.0091,-0.0533,-0.0091,0.0000,29.5633,-51.8562,29.7174,-51.9809
257.9799,-0.0166,0.2164,-0.0166,0.0000,29.4138,-51.7233,29.5601,-51.8399
257.9999,-0.0112,-0.0383,-0.0112,0.0000,29.2641,-51.5906,29.4202,-51.7141
258.0199,-0.0140,0.0878,-0.0140,0.0000,29.1147,-51.4577,29.2768,-51.5846
258.0399,-0.0154,0.1047,-0.0154,0.0000,28.9660,-51.3239,29.1213,-51.4437
258.0599,-0.0160,0.0898,-0.0160,0.0000,28.8179,-51.1895,28.9784,-51.3137
258.0799,-0.0201,0.1878,-0.0201,0.0000,28.6710,-51.0539,28.8206,-51.1696
258.0999,-0.0177,0.0409,-0.0177,0.0000,28.5246,-50.9176,28.6875,-51.0476
258.1199,-0.0152,-0.0289,-0.0152,0.0000,28.3783,-50.7812,28.5314,-50.9039
258.1399,-0.0138,-0.0309,-0.0138,0.0000,28.2317,-50.6451,28.3867,-50.7703
258.1599,-0.0135,0.0031,-0.0135,0.0000,28.0852,-50.5090,28.2401,-50.6344
258.1799,-0.0144,0.0512,-0.0144,0.0000,27.9391,-50.3725,28.0980,-50.5023
258.1999,-0.0150,0.0648,-0.0150,0.0000,27.7933,-50.2355,27.9437,-50.3582
258.2199,-0.0166,0.0995,-0.0166,0.0000,27.6483,-50.0978,27.8096,-50.2325
258.2399,-0.0135,-0.0222,-0.0135,0.0000,27.5033,-49.9600,27.6531,-50.0853
258.2599,-0.0144,0.0412,-0.0144,0.0000,27.3586,-49.8220,27.5174,-49.9571
258.2799,-0.0131,0.0049,-0.0131,0.0000,27.2139,-49.6839,27.3612,-49.8091
258.2999,-0.0137,0.0435,-0.0137,0.0000,27.0695,-49.5455,27.2152,-49.6702
258.3199,-0.0108,-0.0444,-0.0108,0.0000,26.9249,-49.4074,27.0744,-49.5358
258.3399,-0.0109,0.0022,-0.0109,0.0000,26.7802,-49.2692,26.9336,-49.4009
258.3599,-0.0114,0.0381,-0.0114,0.0000,26.6359,-49.1308,26.7887,-49.2615
258.3799,-0.0123,0.0643,-0.0123,0.0000,26.4919,-48.9920,26.6459,-49.1237
258.3999,-0.0172,0.1971,-0.0172,0.0000,26.3490,-48.8521,26.4922,-48.9748
258.4199,-0.0132,-0.0048,-0.0132,0.0000,26.2065,-48.7117,26.3615,-48.8477
258.4399,-0.0150,0.0731,-0.0150,0.0000,26.0645,-48.5709,26.2068,-48.6968
258.4599,-0.0113,-0.0526,-0.0113,0.0000,25.9224,-48.4301,26.0670,-48.5599
258.4799,-0.0089,-0.0738,-0.0089,0.0000,25.7799,-48.2899,25.9276,-48.4229
258.4999,-0.0094,0.0010,-0.0094,0.0000,25.6373,-48.1496,25.7881,-48.2853
258.5199,-0.0162,0.2221,-0.0162,0.0000,25.4953,-48.0087,25.6349,-48.1335
258.5399,-0.0099,-0.0643,-0.0099,0.0000,25.3534,-47.8678,25.5032,-48.0028
258.5599,-0.0126,0.0705,-0.0126,0.0000,25.2119,-47.7265,25.3657,-47.8657
258.5799,-0.0147,0.1174,-0.0147,0.0000,25.0712,-47.5843,25.2119,-47.7118
258.5999,-0.0099,-0.0651,-0.0099,0.0000,24.9308,-47.4419,25.0795,-47.5788
258.6199,-0.0099,-0.0094,-0.0099,0.0000,24.7903,-47.2996,24.9400,-47.4383
258.6399,-0.0120,0.0756,-0.0120,0.0000,24.6503,-47.1567,24.8022,-47.2989
258.6599,-0.0106,0.0150,-0.0106,0.0000,24.5104,-47.0138,24.6518,-47.1462
258.6799,-0.0097,-0.0001,-0.0097,0.0000,24.3705,-46.8708,24.5125,-47.0043
258.6999,-0.0081,-0.0278,-0.0081,0.0000,24.2305,-46.7281,24.3762,-46.8650
258.7199,-0.0162,0.2471,-0.0162,0.0000,24.0908,-46.5849,24.2463,-46.7318
258.7399,-0.0103,-0.0405,-0.0103,0.0000,23.9509,-46.4420,24.0942,-46.5752
258.7599,-0.0126,0.0696,-0.0126,0.0000,23.8115,-46.2986,23.9634,-46.4400
258.7799,-0.0140,0.0947,-0.0140,0.0000,23.6727,-46.1546,23.8253,-46.2970
258.7999,-0.0127,0.0294,-0.0127,0.0000,23.5341,-46.0104,23.6770,-46.1426
258.8199,-0.0122,0.0181,-0.0122,0.0000,23.3956,-45.8661,23.5404,-46.0000
258.8399,-0.0130,0.0568,-0.0130,0.0000,23.2576,-45.7214,23.4076,-45.8608
258.8599,-0.0127,0.0392,-0.0127,0.0000,23.1198,-45.5764,23.2681,-45.7142
258.8799,-0.0179,0.1929,-0.0179,0.0000,22.9829,-45.4306,23.1207,-45.5586
258.8999,-0.0128,-0.0380,-0.0128,0.0000,22.8463,-45.2845,22.9895,-45.4196
258.9199,-0.0141,0.0464,-0.0141,0.0000,22.7100,-45.1381,22.8603,-45.2823
258.9399,-0.0141,0.0430,-0.0141,0.0000,22.5741,-44.9914,22.7241,-45.1371
258.9599,-0.0118,-0.0248,-0.0118,0.0000,22.4379,-44.8449,22.5774,-44.9802
258.9799,-0.0106,-0.0253,-0.0106,0.0000,22.3016,-44.6986,22.4428,-44.8356
258.9999,-0.0110,0.0210,-0.0110,0.0000,22.1654,-44.5521,22.3068,-44.6889
259.0199,-0.0109,0.0295,-0.0109,0.0000,22.0295,-44.4055,22.1739,-44.5452
259.0399,-0.0179,0.2406,-0.0179,0.0000,21.8943,-44.2580,22.0472,-44.4077
259.0599,-0.0128,-0.0172,-0.0128,0.0000,21.7594,-44.1104,21.8988,-44.2461
259.0799,-0.0125,0.0062,-0.0125,0.0000,21.6245,-43.9627,21.7713,-44.1067
259.0999,-0.0129,0.0372,-0.0129,0.0000,21.4899,-43.8148,21.6369,-43.9593
259.1199,-0.0143,0.0823,-0.0143,0.0000,21.3559,-43.6663,21.5041,-43.8131
259.1399,-0.0134,0.0355,-0.0134,0.0000,21.2221,-43.5176,21.3595,-43.6534
259.1599,-0.0134,0.0382,-0.0134,0.0000,21.0887,-43.3687,21.2253,-43.5046
259.1799,-0.0114,-0.0197,-0.0114,0.0000,20.9550,-43.2199,21.0943,-43.3588
259.1999,-0.0143,0.1014,-0.0143,0.0000,20.8219,-43.0706,20.9693,-43.2194
259.2199,-0.0151,0.0931,-0.0151,0.0000,20.6894,-42.9208,20.8232,-43.0556
259.2399,-0.0104,-0.0725,-0.0104,0.0000,20.5570,-42.7709,20.6963,-42.9129
259.2599,-0.0101,-0.0233,-0.0101,0.0000,20.4244,-42.6211,20.5650,-42.7648
259.2799,-0.0107,0.0294,-0.0107,0.0000,20.2921,-42.4712,20.4342,-42.6167
259.2999,-0.0116,0.0596,-0.0116,0.0000,20.1602,-42.3209,20.3031,-42.4678
259.3199,-0.0170,0.2105,-0.0170,0.0000,20.0293,-42.1696,20.1594,-42.3039
259.3399,-0.0097,-0.0976,-0.0097,0.0000,19.8989,-42.0180,20.0361,-42.1627
259.3599,-0.0093,-0.0355,-0.0093,0.0000,19.7683,-41.8665,19.9027,-42.0095
259.3799,-0.0138,0.1369,-0.0138,0.0000,19.6381,-41.7147,19.7816,-41.8700
259.3999,-0.0103,-0.0182,-0.0103,0.0000,19.5078,-41.5630,19.6384,-41.7044
259.4199,-0.0086,-0.0372,-0.0086,0.0000,19.3773,-41.4115,19.5092,-41.5544
259.4399,-0.0078,-0.0239,-0.0078,0.0000,19.2465,-41.2601,19.3804,-41.4044
259.4599,-0.0082,0.0193,-0.0082,0.0000,19.1159,-41.1086,19.2515,-41.2536
259.4799,-0.0122,0.1474,-0.0122,0.0000,18.9861,-40.9565,19.1281,-41.1089
259.4999,-0.0117,0.0717,-0.0117,0.0000,18.8568,-40.8039,18.9977,-40.9554
259.5199,-0.0142,0.1305,-0.0142,0.0000,18.7285,-40.6505,18.8575,-40.7897
259.5399,-0.0101,-0.0404,-0.0101,0.0000,18.6005,-40.4968,18.7384,-40.6485
259.5599,-0.0160,0.1763,-0.0160,0.0000,18.4735,-40.3423,18.6155,-40.5022
259.5799,-0.0065,-0.1774,-0.0065,0.0000,18.3469,-40.1875,18.4795,-40.3398
259.5999,-0.0060,-0.0768,-0.0060,0.0000,18.2199,-40.0330,18.3528,-40.1880
259.6199,-0.0067,0.0011,-0.0067,0.0000,18.0929,-39.8785,18.2261,-40.0355
259.6399,-0.0030,-0.0919,-0.0030,0.0000,17.9653,-39.7244,18.0959,-39.8784
259.6599,-0.0028,-0.0355,-0.0028,0.0000,17.8375,-39.5707,17.9678,-39.7231
259.6799,-0.0121,0.2741,-0.0121,0.0000,17.7100,-39.4166,17.8477,-39.5771
259.6999,-0.0094,0.0629,-0.0094,0.0000,17.5830,-39.2621,17.7086,-39.4073
259.7199,-0.0097,0.0590,-0.0097,0.0000,17.4564,-39.1072,17.5923,-39.2649
259.7399,-0.0069,-0.0395,-0.0069,0.0000,17.3297,-38.9525,17.4587,-39.1007
259.7599,-0.0070,0.0044,-0.0070,0.0000,17.2029,-38.7978,17.3344,-38.9473
259.7799,-0.0084,0.0592,-0.0084,0.0000,17.0766,-38.6427,17.2100,-38.7932
259.7999,-0.0099,0.0908,-0.0099,0.0000,16.9511,-38.4870,17.0823,-38.6345
259.8199,-0.0109,0.0882,-0.0109,0.0000,16.8261,-38.3308,16.9566,-38.4777
259.8399,-0.0125,0.1100,-0.0125,0.0000,16.7021,-38.1740,16.8386,-38.3300
259.8599,-0.0155,0.1611,-0.0155,0.0000,16.5792,-38.0162,16.7021,-38.1585
259.8799,-0.0090,-0.0965,-0.0090,0.0000,16.4570,-37.8579,16.5881,-38.0146
259.8999,-0.0092,-0.0174,-0.0092,0.0000,16.3346,-37.6996,16.4570,-37.8487
259.9199,-0.0060,-0.0839,-0.0060,0.0000,16.2117,-37.5419,16.3350,-37.6937
259.9399,-0.0041,-0.0788,-0.0041,0.0000,16.0881,-37.3847,16.2131,-37.5381
259.9599,-0.0069,0.0621,-0.0069,0.0000,15.9645,-37.2274,16.0879,-37.3778
259.9799,-0.0079,0.0750,-0.0079,0.0000,15.8416,-37.0697,15.9647,-37.2195
259.9999,-0.0076,0.0418,-0.0076,0.0000,15.7189,-36.9117,15.8491,-37.0704
260.0199,-0.0148,0.2531,-0.0148,0.0000,15.5973,-36.7529,15.7154,-36.8973
260.0399,-0.0067,-0.1062,-0.0067,0.0000,15.4760,-36.5939,15.5995,-36.7466
260.0599,-0.0092,0.0465,-0.0092,0.0000,15.3550,-36.4346,15.4754,-36.5847
260.0799,-0.0064,-0.0439,-0.0064,0.0000,15.2338,-36.2756,15.3559,-36.4283
260.0999,-0.0051,-0.0415,-0.0051,0.0000,15.1122,-36.1168,15.2364,-36.2712
260.1199,-0.0075,0.0672,-0.0075,0.0000,14.9909,-35.9577,15.1139,-36.1095
260.1399,-0.0083,0.0713,-0.0083,0.0000,14.8702,-35.7983,14.9933,-35.9498
260.1599,-0.0100,0.1013,-0.0100,0.0000,14.7503,-35.6382,14.8802,-35.7994
260.1799,-0.0133,0.1643,-0.0133,0.0000,14.6317,-35.4771,14.7494,-35.6249
260.1999,-0.0085,-0.0469,-0.0085,0.0000,14.5138,-35.3156,14.6401,-35.4785
260.2199,-0.0061,-0.0729,-0.0061,0.0000,14.3957,-35.1542,14.5146,-35.3096
260.2399,-0.0031,-0.1064,-0.0031,0.0000,14.2770,-34.9933,14.3978,-35.1519
260.2599,-0.0040,-0.0074,-0.0040,0.0000,14.1581,-34.8324,14.2810,-34.9935
260.2799,-0.0036,-0.0022,-0.0036,0.0000,14.0393,-34.6715,14.1612,-34.8305
260.2999,-0.0045,0.0404,-0.0045,0.0000,13.9208,-34.5104,14.0433,-34.6695
260.3199,-0.0142,0.3206,-0.0142,0.0000,13.8032,-34.3486,13.9328,-34.5179
260.3399,-0.0068,-0.0524,-0.0068,0.0000,13.6860,-34.1866,13.8051,-34.3420
260.3599,-0.0146,0.2273,-0.0146,0.0000,13.5698,-34.0238,13.6983,-34.1945
260.3799,-0.0059,-0.1343,-0.0059,0.0000,13.4539,-33.8608,13.5757,-34.0243
260.3999,-0.0065,-0.0248,-0.0065,0.0000,13.3378,-33.6979,13.4536,-33.8542
260.4199,-0.0037,-0.0802,-0.0037,0.0000,13.2211,-33.5355,13.3396,-33.6947
260.4399,-0.0114,0.2097,-0.0114,0.0000,13.1044,-33.3731,13.2307,-33.5417
260.4599,-0.0058,-0.0536,-0.0058,0.0000,12.9873,-33.2109,13.1078,-33.3684
260.4799,-0.0088,0.0813,-0.0088,0.0000,12.8705,-33.0486,12.9961,-33.2102
260.4999,-0.0156,0.2598,-0.0156,0.0000,12.7546,-32.8856,12.8715,-33.0330
260.5199,-0.0113,0.0129,-0.0113,0.0000,12.6389,-32.7225,12.7644,-32.8801
260.5399,-0.0134,0.0920,-0.0134,0.0000,12.5240,-32.5588,12.6518,-32.7187
260.5599,-0.0157,0.1339,-0.0157,0.0000,12.4102,-32.3943,12.5309,-32.5446
260.5799,-0.0141,0.0381,-0.0141,0.0000,12.2967,-32.2296,12.4198,-32.3841
260.5999,-0.0153,0.0783,-0.0153,0.0000,12.1839,-32.0645,12.3119,-32.2273
260.6199,-0.0150,0.0517,-0.0150,0.0000,12.0715,-31.8991,12.1912,-32.0514
260.6399,-0.0137,0.0112,-0.0137,0.0000,11.9592,-31.7336,12.0795,-31.8879
260.6599,-0.0130,0.0081,-0.0130,0.0000,11.8469,-31.5681,11.9681,-31.7241
260.6799,-0.0142,0.0623,-0.0142,0.0000,11.7352,-31.4022,11.8541,-31.5559
260.6999,-0.0127,0.0095,-0.0127,0.0000,11.6235,-31.2363,11.7461,-31.3957
260.7199,-0.0129,0.0337,-0.0129,0.0000,11.5121,-31.0702,11.6346,-31.2297
260.7399,-0.0147,0.0918,-0.0147,0.0000,11.4015,-30.9035,11.5267,-31.0683
260.7599,-0.0139,0.0448,-0.0139,0.0000,11.2912,-30.7367,11.4151,-30.9008
260.7799,-0.0154,0.0894,-0.0154,0.0000,11.1816,-30.5694,11.2968,-30.7223
260.7999,-0.0142,0.0306,-0.0142,0.0000,11.0723,-30.4019,11.1959,-30.5694
260.8199,-0.0119,-0.0311,-0.0119,0.0000,10.9628,-30.2346,11.0839,-30.3989
260.8399,-0.0114,-0.0045,-0.0114,0.0000,10.8532,-30.0673,10.9732,-30.2298
260.8599,-0.0118,0.0331,-0.0118,0.0000,10.7439,-29.8998,10.8626,-30.0601
260.8799,-0.0163,0.1703,-0.0163,0.0000,10.6355,-29.7317,10.7600,-29.9019
260.8999,-0.0129,0.0009,-0.0129,0.0000,10.5275,-29.5634,10.6437,-29.7218
260.9199,-0.0156,0.1077,-0.0156,0.0000,10.4203,-29.3945,10.5324,-29.5485
260.9399,-0.0130,-0.0053,-0.0130,0.0000,10.3133,-29.2256,10.4332,-29.3934
260.9599,-0.0128,0.0179,-0.0128,0.0000,10.2064,-29.0565,10.3261,-29.2253
260.9799,-0.0165,0.1432,-0.0165,0.0000,10.1004,-28.8869,10.2087,-29.0401
260.9999,-0.0132,-0.0079,-0.0132,0.0000,9.9946,-28.7172,10.1134,-28.8891
261.0199,-0.0131,0.0181,-0.0131,0.0000,9.8889,-28.5474,10.0073,-28.7202
261.0399,-0.0131,0.0326,-0.0131,0.0000,9.7835,-28.3774,9.8912,-28.5345
261.0599,-0.0106,-0.0367,-0.0106,0.0000,9.6777,-28.2077,9.7940,-28.3783
261.0799,-0.0102,-0.0060,-0.0102,0.0000,9.5720,-28.0379,9.6829,-28.1989
261.0999,-0.0102,0.0195,-0.0102,0.0000,9.4663,-27.8681,9.5816,-28.0345
261.1199,-0.0133,0.1215,-0.0133,0.0000,9.3616,-27.6977,9.4796,-27.8683
261.1399,-0.0119,0.0362,-0.0119,0.0000,9.2572,-27.5272,9.3714,-27.6911
261.1599,-0.0162,0.1691,-0.0162,0.0000,9.1537,-27.3560,9.2732,-27.5294
261.1799,-0.0125,-0.0082,-0.0125,0.0000,9.0506,-27.1846,9.1646,-27.3498
261.1999,-0.0131,0.0378,-0.0131,0.0000,8.9478,-27.0130,9.0594,-27.1749
261.2199,-0.0140,0.0678,-0.0140,0.0000,8.8456,-26.8411,8.9617,-27.0118
261.2399,-0.0155,0.1002,-0.0155,0.0000,8.7442,-26.6688,8.8610,-26.8427
261.2599,-0.0118,-0.0375,-0.0118,0.0000,8.6429,-26.4963,8.7539,-26.6620
261.2799,-0.0150,0.1013,-0.0150,0.0000,8.5425,-26.3233,8.6478,-26.4821
261.2999,-0.0164,0.1143,-0.0164,0.0000,8.4431,-26.1498,8.5452,-26.3071
261.3199,-0.0091,-0.1379,-0.0091,0.0000,8.3439,-25.9761,8.4497,-26.1435
261.3399,-0.0109,0.0105,-0.0109,0.0000,8.2447,-25.8024,8.3464,-25.9656
261.3599,-0.0069,-0.0906,-0.0069,0.0000,8.1450,-25.6291,8.2516,-25.8016
261.3799,-0.0106,0.0868,-0.0106,0.0000,8.0453,-25.4557,8.1465,-25.6186
261.3999,-0.0132,0.1382,-0.0132,0.0000,7.9465,-25.2818,8.0569,-25.4620
261.4199,-0.0094,-0.0280,-0.0094,0.0000,7.8477,-25.1079,7.9556,-25.2839
261.4399,-0.0106,0.0449,-0.0106,0.0000,7.7493,-24.9338,7.8579,-25.1110
261.4599,-0.0078,-0.0421,-0.0078,0.0000,7.6506,-24.7598,7.7567,-24.9313
261.4799,-0.0089,0.0333,-0.0089,0.0000,7.5522,-24.5857,7.6587,-24.7561
261.4999,-0.0130,0.1575,-0.0130,0.0000,7.4548,-24.4111,7.5572,-24.5738
261.5199,-0.0134,0.1062,-0.0134,0.0000,7.3582,-24.2359,7.4605,-24.3990
261.5399,-0.0164,0.1625,-0.0164,0.0000,7.2631,-24.0600,7.3737,-24.2413
261.5599,-0.0104,-0.0784,-0.0104,0.0000,7.1687,-23.8837,7.2704,-24.0525
261.5799,-0.0107,-0.0061,-0.0107,0.0000,7.0742,-23.7074,7.1792,-23.8850
261.5999,-0.0086,-0.0434,-0.0086,0.0000,6.9793,-23.5314,7.0827,-23.7065
261.6199,-0.0111,0.0770,-0.0111,0.0000,6.8848,-23.3551,6.9827,-23.5208
261.6399,-0.0083,-0.0282,-0.0083,0.0000,6.7900,-23.1790,6.8922,-23.3514
261.6599,-0.0132,0.1551,-0.0132,0.0000,6.6957,-23.0026,6.7937,-23.1663
261.6799,-0.0102,0.0032,-0.0102,0.0000,6.6015,-22.8262,6.7042,-22.9969
261.6999,-0.0119,0.0725,-0.0119,0.0000,6.5079,-22.6494,6.6103,-22.8183
261.7199,-0.0178,0.2341,-0.0178,0.0000,6.4156,-22.4720,6.5133,-22.6324
261.7399,-0.0128,-0.0165,-0.0128,0.0000,6.3240,-22.2942,6.4264,-22.4650
261.7599,-0.0173,0.1523,-0.0173,0.0000,6.2337,-22.1157,6.3407,-22.2990
261.7799,-0.0140,-0.0027,-0.0140,0.0000,6.1441,-21.9370,6.2404,-22.1034
261.7999,-0.0156,0.0739,-0.0156,0.0000,6.0550,-21.7579,6.1585,-21.9428
261.8199,-0.0107,-0.0854,-0.0107,0.0000,5.9658,-21.5789,6.0600,-21.7484
261.8399,-0.0080,-0.0977,-0.0080,0.0000,5.8758,-21.4003,5.9733,-21.5761
261.8599,-0.0137,0.1456,-0.0137,0.0000,5.7857,-21.2217,5.8787,-21.3869
261.8799,-0.0101,-0.0168,-0.0101,0.0000,5.6955,-21.0432,5.7955,-21.2195
261.8999,-0.0121,0.0746,-0.0121,0.0000,5.6058,-20.8645,5.7073,-21.0407
261.9199,-0.0141,0.1183,-0.0141,0.0000,5.5172,-20.6852,5.6161,-20.8548
261.9399,-0.0164,0.1472,-0.0164,0.0000,5.4299,-20.5052,5.5336,-20.6854
261.9599,-0.0150,0.0502,-0.0150,0.0000,5.3431,-20.3251,5.4439,-20.4999
261.9799,-0.0194,0.1828,-0.0194,0.0000,5.2576,-20.1442,5.3514,-20.3075
261.9999,-0.0154,-0.0079,-0.0154,0.0000,5.1727,-19.9632,5.2682,-20.1331
262.0199,-0.0139,-0.0193,-0.0139,0.0000,5.0875,-19.7822,5.1835,-19.9545
262.0399,-0.0145,0.0361,-0.0145,0.0000,5.0028,-19.6010,5.1021,-19.7814
262.0599,-0.0151,0.0590,-0.0151,0.0000,4.9185,-19.4197,5.0178,-19.6012
262.0799,-0.0185,0.1559,-0.0185,0.0000,4.8355,-19.2377,4.9257,-19.4026
262.0999,-0.0148,-0.0108,-0.0148,0.0000,4.7531,-19.0555,4.8443,-19.2258
262.1199,-0.0139,-0.0039,-0.0139,0.0000,4.6706,-18.8733,4.7669,-19.0566
262.1399,-0.0125,-0.0184,-0.0125,0.0000,4.5879,-18.6912,4.6829,-18.8716
262.1599,-0.0166,0.1394,-0.0166,0.0000,4.5059,-18.5088,4.6038,-18.6960
262.1799,-0.0178,0.1268,-0.0178,0.0000,4.4249,-18.3259,4.5128,-18.4924
262.1999,-0.0135,-0.0429,-0.0135,0.0000,4.3444,-18.1428,4.4349,-18.3168
262.2199,-0.0141,0.0268,-0.0141,0.0000,4.2641,-17.9596,4.3536,-18.1321
262.2399,-0.0160,0.0951,-0.0160,0.0000,4.1846,-17.7761,4.2798,-17.9630
262.2599,-0.0153,0.0486,-0.0153,0.0000,4.1056,-17.5924,4.1933,-17.7635
262.2799,-0.0131,-0.0167,-0.0131,0.0000,4.0264,-17.4087,4.1181,-17.5884
262.2999,-0.0185,0.1804,-0.0185,0.0000,3.9479,-17.2248,4.0440,-17.4147
262.3199,-0.0157,0.0272,-0.0157,0.0000,3.8696,-17.0407,3.9636,-17.2246
262.3399,-0.0164,0.0599,-0.0164,0.0000,3.7918,-16.8565,3.8859,-17.0393
262.3599,-0.0167,0.0651,-0.0167,0.0000,3.7146,-16.6720,3.8071,-16.8498
262.3799,-0.0184,0.1114,-0.0184,0.0000,3.6385,-16.4871,3.7291,-16.6605
262.3999,-0.0184,0.0802,-0.0184,0.0000,3.5630,-16.3018,3.6563,-16.4823
262.4199,-0.0198,0.1080,-0.0198,0.0000,3.4885,-16.1162,3.5828,-16.3009
262.4399,-0.0198,0.0811,-0.0198,0.0000,3.4148,-15.9303,3.5034,-16.1031
262.4599,-0.0184,0.0281,-0.0184,0.0000,3.3413,-15.7443,3.4321,-15.9239
262.4799,-0.0196,0.0773,-0.0196,0.0000,3.2686,-15.5580,3.3564,-15.7318
262.4999,-0.0203,0.0883,-0.0203,0.0000,3.1966,-15.3714,3.2888,-15.5587
262.5199,-0.0187,0.0252,-0.0187,0.0000,3.1249,-15.1847,3.2149,-15.3676
262.5399,-0.0195,0.0686,-0.0195,0.0000,3.0538,-14.9978,3.1444,-15.1836
262.5599,-0.0204,0.0882,-0.0204,0.0000,2.9834,-14.8105,3.0741,-14.9984
262.5799,-0.0203,0.0703,-0.0203,0.0000,2.9138,-14.6231,2.9984,-14.7968
262.5999,-0.0192,0.0332,-0.0192,0.0000,2.8444,-14.4355,2.9299,-14.6125
262.6199,-0.0194,0.0529,-0.0194,0.0000,2.7756,-14.2477,2.8636,-14.4326
262.6399,-0.0220,0.1339,-0.0220,0.0000,2.7079,-14.0595,2.7903,-14.2314
262.6599,-0.0200,0.0361,-0.0200,0.0000,2.6407,-13.8711,2.7279,-14.0582
262.6799,-0.0193,0.0278,-0.0193,0.0000,2.5738,-13.6826,2.6584,-13.8634
262.6999,-0.0199,0.0634,-0.0199,0.0000,2.5075,-13.4940,2.5914,-13.6732
262.7199,-0.0224,0.1341,-0.0224,0.0000,2.4423,-13.3049,2.5234,-13.4783
262.7399,-0.0205,0.0386,-0.0205,0.0000,2.3777,-13.1156,2.4600,-13.2946
262.7599,-0.0212,0.0747,-0.0212,0.0000,2.3137,-12.9261,2.3989,-13.1154
262.7799,-0.0208,0.0556,-0.0208,0.0000,2.2503,-12.7364,2.3314,-12.9151
262.7999,-0.0206,0.0511,-0.0206,0.0000,2.1873,-12.5466,2.2701,-12.7313
262.8199,-0.0212,0.0756,-0.0212,0.0000,2.1250,-12.3566,2.2063,-12.5374
262.8399,-0.0229,0.1186,-0.0229,0.0000,2.0638,-12.1661,2.1430,-12.3424
262.8599,-0.0245,0.1380,-0.0245,0.0000,2.0039,-11.9753,2.0807,-12.1484
262.8799,-0.0210,-0.0037,-0.0210,0.0000,1.9445,-11.7843,2.0245,-11.9713
262.8999,-0.0209,0.0287,-0.0209,0.0000,1.8854,-11.5933,1.9652,-11.7818
262.9199,-0.0207,0.0418,-0.0207,0.0000,1.8267,-11.4021,1.9054,-11.5881
262.9399,-0.0219,0.0902,-0.0219,0.0000,1.7688,-11.2107,1.8452,-11.3904
262.9599,-0.0215,0.0630,-0.0215,0.0000,1.7115,-11.0191,1.7891,-11.2037
262.9799,-0.0232,0.1139,-0.0232,0.0000,1.6552,-10.8271,1.7346,-11.0199
262.9999,-0.0230,0.0817,-0.0230,0.0000,1.5997,-10.6350,1.6782,-10.8269
263.0199,-0.0249,0.1304,-0.0249,0.0000,1.5455,-10.4425,1.6181,-10.6182
263.0399,-0.0247,0.0916,-0.0247,0.0000,1.4921,-10.2497,1.5636,-10.4256
263.0599,-0.0220,-0.0002,-0.0220,0.0000,1.4388,-10.0570,1.5141,-10.2486
263.0799,-0.0243,0.1049,-0.0243,0.0000,1.3863,-9.8640,1.4570,-10.0408
263.0999,-0.0220,0.0172,-0.0220,0.0000,1.3341,-9.6709,1.4074,-9.8576
263.1199,-0.0244,0.1144,-0.0244,0.0000,1.2827,-9.4776,1.3583,-9.6732
263.1399,-0.0257,0.1280,-0.0257,0.0000,1.2326,-9.2840,1.3081,-9.4815
263.1599,-0.0265,0.1216,-0.0265,0.0000,1.1837,-9.0901,1.2586,-9.2893
263.1799,-0.0255,0.0645,-0.0255,0.0000,1.1353,-8.8960,1.2045,-9.0754
263.1999,-0.0250,0.0560,-0.0250,0.0000,1.0875,-8.7018,1.1603,-8.8975
263.2199,-0.0246,0.0506,-0.0246,0.0000,1.0402,-8.5075,1.1104,-8.6930
263.2399,-0.0261,0.1059,-0.0261,0.0000,0.9938,-8.3129,1.0631,-8.4952
263.2599,-0.0259,0.0847,-0.0259,0.0000,0.9483,-8.1182,1.0185,-8.3047
263.2799,-0.0270,0.1103,-0.0270,0.0000,0.9039,-7.9232,0.9731,-8.1074
263.2999,-0.0277,0.1108,-0.0277,0.0000,0.8605,-7.7280,0.9290,-7.9116
263.3199,-0.0279,0.0979,-0.0279,0.0000,0.8180,-7.5325,0.8883,-7.7273
263.3399,-0.0280,0.0902,-0.0280,0.0000,0.7764,-7.3369,0.8441,-7.5224
263.3599,-0.0281,0.0861,-0.0281,0.0000,0.7356,-7.1411,0.8032,-7.3284
263.3799,-0.0298,0.1336,-0.0298,0.0000,0.6961,-6.9450,0.7615,-7.1263
263.3999,-0.0284,0.0628,-0.0284,0.0000,0.6572,-6.7489,0.7234,-6.9373
263.4199,-0.0291,0.0909,-0.0291,0.0000,0.6192,-6.5525,0.6844,-6.7387
263.4399,-0.0294,0.0956,-0.0294,0.0000,0.5820,-6.3560,0.6486,-6.5516
263.4599,-0.0295,0.0906,-0.0295,0.0000,0.5458,-6.1593,0.6107,-6.3489
263.4799,-0.0307,0.1202,-0.0307,0.0000,0.5107,-5.9624,0.5742,-6.1475
263.4999,-0.0303,0.0886,-0.0303,0.0000,0.4765,-5.7653,0.5403,-5.9556
263.5199,-0.0307,0.0974,-0.0307,0.0000,0.4432,-5.5681,0.5070,-5.7614
