Time(s),LateralError_e(m),ControlOutput_u,VehiclePos_y(m),ReferencePos_r(m),P_Term,I_Term,D_Term,SteeringAngle_delta(deg),VehicleGlobalX(m),VehicleGlobalZ(m),TargetGlobalX(m),TargetGlobalZ(m)
253.6999,-0.0060,0.2301,-0.0060,0.0000,0.0121,0.0085,0.2095,1.8280,156.6767,-83.7179,156.8789,-83.7234
253.7199,-0.0093,0.2100,-0.0093,0.0000,0.0185,0.0086,0.1829,4.8280,156.4771,-83.7055,156.6795,-83.7090
253.7399,-0.0136,0.2371,-0.0136,0.0000,0.0272,0.0086,0.2013,7.8280,156.2776,-83.6910,156.4701,-83.6939
253.7599,-0.0134,0.1209,-0.0134,0.0000,0.0269,0.0086,0.0854,4.8280,156.0783,-83.6751,156.2709,-83.6794
253.7799,-0.0110,0.0016,-0.0110,0.0000,0.0221,0.0086,-0.0291,1.8280,155.8789,-83.6588,156.0840,-83.6657
253.7999,-0.0106,0.0054,-0.0106,0.0000,0.0212,0.0087,-0.0245,0.1879,155.6796,-83.6423,155.8728,-83.6501
253.8199,-0.0085,-0.0430,-0.0085,0.0000,0.0171,0.0087,-0.0688,-1.5054,155.4803,-83.6263,155.6856,-83.6362
253.8399,-0.0096,0.0263,-0.0096,0.0000,0.0192,0.0087,-0.0016,0.9201,155.2809,-83.6100,155.4885,-83.6215
253.8599,-0.0054,-0.0966,-0.0054,0.0000,0.0109,0.0087,-0.1161,-2.0799,155.0815,-83.5943,155.2777,-83.6056
253.8799,-0.0071,0.0168,-0.0071,0.0000,0.0141,0.0087,-0.0061,0.5876,154.8822,-83.5785,155.0879,-83.5913
253.8999,-0.0031,-0.0985,-0.0031,0.0000,0.0062,0.0087,-0.1134,-2.4124,154.6827,-83.5633,154.8813,-83.5755
253.9199,-0.0030,-0.0378,-0.0030,0.0000,0.0060,0.0087,-0.0525,-1.3229,154.4833,-83.5485,154.6825,-83.5603
253.9399,-0.0103,0.2088,-0.0103,0.0000,0.0206,0.0087,0.1795,1.6771,154.2839,-83.5332,154.4739,-83.5442
253.9599,-0.0096,0.0876,-0.0096,0.0000,0.0192,0.0088,0.0597,3.0673,154.0845,-83.5170,154.2754,-83.5288
253.9799,-0.0156,0.2328,-0.0156,0.0000,0.0311,0.0088,0.1929,6.0673,153.8853,-83.4992,154.0696,-83.5127
253.9999,-0.0068,-0.1348,-0.0068,0.0000,0.0137,0.0088,-0.1573,3.0673,153.6862,-83.4805,153.8787,-83.4977
254.0199,0.0150,-0.6974,0.0150,0.0000,-0.0299,0.0088,-0.6763,0.0673,153.4871,-83.4618,153.7008,-83.4836
254.0399,0.0094,-0.1566,0.0094,0.0000,-0.0189,0.0088,-0.1464,-2.9327,153.2879,-83.4439,153.4786,-83.4660
254.0599,0.0175,-0.3153,0.0175,0.0000,-0.0350,0.0087,-0.2891,-5.9327,153.0885,-83.4277,153.3034,-83.4520
254.0799,0.0186,-0.1861,0.0186,0.0000,-0.0371,0.0087,-0.1576,-6.5119,152.8891,-83.4133,153.0708,-83.4333
254.0999,0.0087,0.1946,0.0087,0.0000,-0.0175,0.0087,0.2034,-3.5119,152.6895,-83.3998,152.8955,-83.4191
254.1199,0.0087,0.0829,0.0087,0.0000,-0.0174,0.0087,0.0917,-0.5119,152.4899,-83.3865,152.6976,-83.4030
254.1399,-0.0124,0.6623,-0.0124,0.0000,0.0249,0.0087,0.6288,2.4881,152.2904,-83.3725,152.5024,-83.3871
254.1599,-0.0142,0.3654,-0.0142,0.0000,0.0284,0.0087,0.3283,5.4881,152.0910,-83.3570,152.3046,-83.3708
254.1799,-0.0091,0.0288,-0.0091,0.0000,0.0181,0.0087,0.0020,2.4881,151.8917,-83.3408,152.0995,-83.3539
254.1999,-0.0178,0.2898,-0.0178,0.0000,0.0357,0.0088,0.2453,5.4881,151.6925,-83.3231,151.9093,-83.3381
254.2199,-0.0056,-0.2120,-0.0056,0.0000,0.0112,0.0088,-0.2320,2.4881,151.4933,-83.3046,151.6974,-83.3204
254.2399,-0.0048,-0.1068,-0.0048,0.0000,0.0096,0.0088,-0.1252,-0.5119,151.2942,-83.2863,151.4980,-83.3037
254.2599,0.0074,-0.4026,0.0074,0.0000,-0.0149,0.0088,-0.3965,-3.5119,151.0949,-83.2690,151.3016,-83.2872
254.2799,0.0098,-0.2520,0.0098,0.0000,-0.0196,0.0087,-0.2412,-6.5119,150.8955,-83.2535,151.1046,-83.2705
254.2999,-0.0009,0.2012,-0.0009,0.0000,0.0018,0.0088,0.1907,-3.5119,150.6960,-83.2390,150.8954,-83.2527
254.3199,-0.0039,0.1843,-0.0039,0.0000,0.0078,0.0088,0.1678,-0.5119,150.4966,-83.2246,150.6982,-83.2358
254.3399,-0.0091,0.2458,-0.0091,0.0000,0.0181,0.0088,0.2189,2.4881,150.2971,-83.2096,150.5037,-83.2191
254.3599,-0.0122,0.2169,-0.0122,0.0000,0.0244,0.0088,0.1837,5.4881,150.0978,-83.1930,150.3067,-83.2020
254.3799,-0.0102,0.0561,-0.0102,0.0000,0.0205,0.0088,0.0268,2.4881,149.8986,-83.1757,150.0938,-83.1836
254.3999,-0.0166,0.2300,-0.0166,0.0000,0.0331,0.0089,0.1880,5.4881,149.6995,-83.1569,149.9131,-83.1678
254.4199,-0.0080,-0.1296,-0.0080,0.0000,0.0160,0.0089,-0.1545,2.4881,149.5004,-83.1373,149.7021,-83.1493
254.4399,-0.0063,-0.0936,-0.0063,0.0000,0.0127,0.0089,-0.1152,-0.5119,149.3013,-83.1180,149.5035,-83.1318
254.4599,-0.0074,0.0023,-0.0074,0.0000,0.0148,0.0089,-0.0214,0.0809,149.1023,-83.0986,149.3079,-83.1145
254.4799,-0.0096,0.0792,-0.0096,0.0000,0.0191,0.0089,0.0511,2.7707,148.9033,-83.0784,149.1118,-83.0971
254.4999,0.0001,-0.2389,0.0001,0.0000,-0.0003,0.0089,-0.2475,-0.2293,148.7043,-83.0583,148.9034,-83.0785
254.5199,0.0038,-0.2101,0.0038,0.0000,-0.0076,0.0089,-0.2114,-3.2293,148.5052,-83.0391,148.7070,-83.0609
254.5399,0.0093,-0.2575,0.0093,0.0000,-0.0186,0.0089,-0.2477,-6.2293,148.3060,-83.0216,148.5135,-83.0435
254.5599,0.0120,-0.2001,0.0120,0.0000,-0.0240,0.0089,-0.1849,-7.0021,148.1066,-83.0061,148.3173,-83.0258
254.5799,0.0075,0.0381,0.0075,0.0000,-0.0150,0.0089,0.0442,-4.0022,147.9071,-82.9917,148.1140,-83.0073
254.5999,-0.0168,0.7393,-0.0168,0.0000,0.0337,0.0089,0.6967,-1.0022,147.7076,-82.9776,147.8910,-82.9870
254.6199,-0.0102,0.1529,-0.0102,0.0000,0.0204,0.0089,0.1236,1.9978,147.5082,-82.9630,147.7153,-82.9709
254.6399,-0.0139,0.1949,-0.0139,0.0000,0.0278,0.0089,0.1582,4.9978,147.3088,-82.9469,147.5176,-82.9528
254.6599,-0.0185,0.2444,-0.0185,0.0000,0.0370,0.0090,0.1984,7.9978,147.1096,-82.9286,147.3228,-82.9348
254.6799,-0.0215,0.2230,-0.0215,0.0000,0.0430,0.0090,0.1710,7.8057,146.9107,-82.9081,147.1276,-82.9167
254.6999,-0.0142,-0.0886,-0.0142,0.0000,0.0285,0.0090,-0.1261,4.8057,146.7119,-82.8863,146.9201,-82.8975
254.7199,-0.0126,-0.0669,-0.0126,0.0000,0.0252,0.0091,-0.1012,1.8057,146.5132,-82.8640,146.7032,-82.8772
254.7399,-0.0165,0.1042,-0.0165,0.0000,0.0329,0.0091,0.0622,3.6477,146.3145,-82.8406,146.4978,-82.8580
254.7599,0.0120,-0.7791,0.0120,0.0000,-0.0240,0.0091,-0.7642,0.6477,146.1159,-82.8171,146.3026,-82.8396
254.7799,0.0160,-0.4739,0.0160,0.0000,-0.0320,0.0090,-0.4510,-2.3523,145.9172,-82.7943,146.1003,-82.8205
254.7999,0.0097,-0.0334,0.0097,0.0000,-0.0193,0.0090,-0.0231,-1.1707,145.7185,-82.7717,145.9125,-82.8027
254.8199,0.0187,-0.2906,0.0187,0.0000,-0.0374,0.0090,-0.2622,-4.1707,145.5196,-82.7504,145.7034,-82.7828
254.8399,0.0149,-0.0310,0.0149,0.0000,-0.0298,0.0090,-0.0101,-1.1707,145.3208,-82.7293,145.5193,-82.7653
254.8599,0.0181,-0.1204,0.0181,0.0000,-0.0362,0.0089,-0.0932,-4.1707,145.1217,-82.7094,145.3126,-82.7455
254.8799,0.0190,-0.0943,0.0190,0.0000,-0.0379,0.0089,-0.0653,-3.3005,144.9227,-82.6904,145.1270,-82.7276
254.8999,0.0178,-0.0235,0.0178,0.0000,-0.0356,0.0088,0.0032,-0.8239,144.7235,-82.6717,144.9247,-82.7081
254.9199,0.0188,-0.0555,0.0188,0.0000,-0.0376,0.0088,-0.0267,-1.9425,144.5244,-82.6535,144.7301,-82.6893
254.9399,0.0160,0.0422,0.0160,0.0000,-0.0321,0.0088,0.0655,1.0575,144.3252,-82.6350,144.5258,-82.6695
254.9599,0.0168,-0.0163,0.0168,0.0000,-0.0335,0.0087,0.0085,-0.5694,144.1261,-82.6166,144.3315,-82.6505
254.9799,0.0157,0.0117,0.0157,0.0000,-0.0313,0.0087,0.0344,0.4105,143.9269,-82.5982,144.1322,-82.6311
254.9999,0.0127,0.0811,0.0127,0.0000,-0.0254,0.0087,0.0978,2.8372,143.7279,-82.5789,143.9263,-82.6109
255.0199,0.0210,-0.2196,0.0210,0.0000,-0.0419,0.0086,-0.1863,-0.1628,143.5288,-82.5597,143.7098,-82.5896
255.0399,0.0141,0.0876,0.0141,0.0000,-0.0283,0.0086,0.1073,2.8372,143.3298,-82.5398,143.5352,-82.5723
255.0599,0.0186,-0.1052,0.0186,0.0000,-0.0372,0.0086,-0.0766,-0.1628,143.1308,-82.5198,143.3146,-82.5505
255.0799,0.0125,0.1190,0.0125,0.0000,-0.0250,0.0086,0.1355,2.8372,142.9318,-82.4991,143.1278,-82.5320
255.0999,0.0187,-0.1404,0.0187,0.0000,-0.0373,0.0085,-0.1116,-0.1628,142.7329,-82.4784,142.9436,-82.5136
255.1199,0.0186,-0.0771,0.0186,0.0000,-0.0373,0.0085,-0.0483,-2.6981,142.5339,-82.4585,142.7194,-82.4912
255.1399,0.0159,0.0323,0.0159,0.0000,-0.0317,0.0084,0.0556,0.3019,142.3349,-82.4384,142.5253,-82.4718
255.1599,0.0142,0.0505,0.0142,0.0000,-0.0284,0.0084,0.0705,1.7661,142.1360,-82.4179,142.3320,-82.4523
255.1799,0.0190,-0.1311,0.0190,0.0000,-0.0380,0.0084,-0.1015,-1.2339,141.9370,-82.3977,142.1466,-82.4337
255.1999,0.0152,0.0381,0.0152,0.0000,-0.0304,0.0084,0.0601,1.3325,141.7381,-82.3772,141.9395,-82.4127
255.2199,0.0224,-0.2088,0.0224,0.0000,-0.0447,0.0083,-0.1724,-1.6675,141.5391,-82.3571,141.7201,-82.3905
255.2399,0.0213,-0.0809,0.0213,0.0000,-0.0426,0.0083,-0.0466,-2.8327,141.3400,-82.3378,141.5527,-82.3735
255.2599,0.0149,0.1362,0.0149,0.0000,-0.0298,0.0082,0.1577,0.1673,141.1409,-82.3185,141.3333,-82.3511
255.2799,0.0183,-0.0539,0.0183,0.0000,-0.0366,0.0082,-0.0255,-1.8872,140.9418,-82.2997,141.1267,-82.3300
255.2999,0.0114,0.1661,0.0114,0.0000,-0.0228,0.0082,0.1808,1.1128,140.7427,-82.2806,140.9421,-82.3111
255.3199,0.0128,0.0239,0.0128,0.0000,-0.0256,0.0082,0.0414,0.8372,140.5437,-82.2612,140.7497,-82.2914
255.3399,0.0165,-0.1083,0.0165,0.0000,-0.0329,0.0081,-0.0835,-2.1628,140.3446,-82.2425,140.5566,-82.2715
255.3599,0.0122,0.0638,0.0122,0.0000,-0.0245,0.0081,0.0802,0.8372,140.1455,-82.2235,140.3339,-82.2485
255.3799,0.0082,0.1393,0.0082,0.0000,-0.0164,0.0081,0.1476,3.8372,139.9465,-82.2035,140.1510,-82.2296
255.3999,0.0147,-0.1369,0.0147,0.0000,-0.0294,0.0080,-0.1155,0.8372,139.7475,-82.1832,139.9321,-82.2068
255.4199,0.0045,0.2338,0.0045,0.0000,-0.0089,0.0080,0.2347,3.8372,139.5486,-82.1618,139.7475,-82.1876
255.4399,0.0089,-0.0298,0.0089,0.0000,-0.0178,0.0080,-0.0200,0.8372,139.3498,-82.1402,139.5408,-82.1661
255.4599,0.0080,0.0079,0.0080,0.0000,-0.0160,0.0080,0.0159,0.2754,139.1510,-82.1186,139.3438,-82.1455
255.4799,0.0115,-0.1051,0.0115,0.0000,-0.0230,0.0080,-0.0900,-2.7246,138.9521,-82.0977,139.1596,-82.1262
255.4999,0.0117,-0.0608,0.0117,0.0000,-0.0234,0.0080,-0.0453,-2.1278,138.7531,-82.0774,138.9609,-82.1054
255.5199,0.0175,-0.2100,0.0175,0.0000,-0.0351,0.0079,-0.1828,-5.1278,138.5540,-82.0585,138.7361,-82.0817
255.5399,0.0073,0.1966,0.0073,0.0000,-0.0147,0.0079,0.2034,-2.1278,138.3549,-82.0402,138.5475,-82.0618
255.5599,0.0021,0.2403,0.0021,0.0000,-0.0041,0.0079,0.2366,0.8722,138.1557,-82.0217,138.3564,-82.0416
255.5799,-0.0025,0.2449,-0.0025,0.0000,0.0050,0.0079,0.2320,3.8722,137.9567,-82.0020,138.1537,-82.0201
255.5999,-0.0150,0.4904,-0.0150,0.0000,0.0301,0.0079,0.4524,6.8722,137.7578,-81.9805,137.9717,-82.0008
255.6199,-0.0029,-0.1255,-0.0029,0.0000,0.0057,0.0079,-0.1391,3.8722,137.5591,-81.9579,137.7566,-81.9780
255.6399,-0.0096,0.1524,-0.0096,0.0000,0.0191,0.0080,0.1253,5.3343,137.3606,-81.9338,137.5687,-81.9579
255.6599,0.0092,-0.4761,0.0092,0.0000,-0.0183,0.0079,-0.4657,2.3343,137.1621,-81.9091,137.3515,-81.9347
255.6799,0.0086,-0.1996,0.0086,0.0000,-0.0172,0.0079,-0.1903,-0.6657,136.9636,-81.8845,137.1682,-81.9151
255.6999,0.0088,-0.0989,0.0088,0.0000,-0.0175,0.0079,-0.0893,-3.4605,136.7650,-81.8610,136.9612,-81.8929
255.7199,0.0147,-0.2275,0.0147,0.0000,-0.0295,0.0079,-0.2059,-6.4605,136.5662,-81.8392,136.7737,-81.8728
255.7399,0.0186,-0.2279,0.0186,0.0000,-0.0372,0.0078,-0.1986,-7.9779,136.3672,-81.8196,136.5503,-81.8488
255.7599,0.0159,-0.0380,0.0159,0.0000,-0.0319,0.0078,-0.0140,-4.9779,136.1680,-81.8014,136.3534,-81.8275
255.7799,0.0069,0.2385,0.0069,0.0000,-0.0138,0.0078,0.2446,-1.9779,135.9688,-81.7838,136.1707,-81.8078
255.7999,0.0076,0.0806,0.0076,0.0000,-0.0153,0.0078,0.0881,1.0221,135.7696,-81.7659,135.9758,-81.7867
255.8199,-0.0023,0.3279,-0.0023,0.0000,0.0046,0.0078,0.3155,4.0221,135.5705,-81.7469,135.7714,-81.7646
255.8399,-0.0157,0.5539,-0.0157,0.0000,0.0315,0.0078,0.5146,7.0221,135.3716,-81.7259,135.5558,-81.7412
255.8599,-0.0048,-0.0579,-0.0048,0.0000,0.0097,0.0078,-0.0754,4.0221,135.1728,-81.7038,135.3732,-81.7213
255.8799,-0.0110,0.1671,-0.0110,0.0000,0.0220,0.0079,0.1373,5.8493,134.9742,-81.6800,135.1632,-81.6984
255.8999,-0.0022,-0.1708,-0.0022,0.0000,0.0044,0.0079,-0.1831,2.8493,134.7757,-81.6555,134.9741,-81.6778
255.9199,0.0077,-0.3659,0.0077,0.0000,-0.0155,0.0078,-0.3583,-0.1507,134.5772,-81.6310,134.7680,-81.6553
255.9399,0.0041,-0.0575,0.0041,0.0000,-0.0082,0.0078,-0.0571,-2.0114,134.3787,-81.6071,134.5791,-81.6346
255.9599,0.0066,-0.1014,0.0066,0.0000,-0.0133,0.0078,-0.0960,-3.5492,134.1800,-81.5842,134.3817,-81.6130
255.9799,0.0109,-0.1748,0.0109,0.0000,-0.0218,0.0078,-0.1609,-6.1197,133.9811,-81.5629,134.1878,-81.5917
255.9999,0.0094,-0.0414,0.0094,0.0000,-0.0188,0.0078,-0.0304,-3.1197,133.7822,-81.5425,133.9733,-81.5682
256.0199,0.0120,-0.1019,0.0120,0.0000,-0.0240,0.0078,-0.0856,-3.5653,133.5831,-81.5232,133.7706,-81.5459
256.0399,0.0063,0.1170,0.0063,0.0000,-0.0125,0.0077,0.1218,-0.5653,133.3840,-81.5039,133.5770,-81.5245
256.0599,-0.0121,0.5986,-0.0121,0.0000,0.0243,0.0078,0.5665,2.4347,133.1850,-81.4841,133.3961,-81.5046
256.0799,-0.0163,0.4075,-0.0163,0.0000,0.0326,0.0078,0.3671,5.4347,132.9861,-81.4626,133.2013,-81.4830
256.0999,-0.0070,-0.0755,-0.0070,0.0000,0.0140,0.0078,-0.0973,2.4347,132.7874,-81.4406,132.9805,-81.4586
256.1199,-0.0083,0.0179,-0.0083,0.0000,0.0166,0.0078,-0.0065,0.6265,132.5886,-81.4183,132.7953,-81.4381
256.1399,-0.0039,-0.1103,-0.0039,0.0000,0.0078,0.0078,-0.1259,-2.3735,132.3898,-81.3967,132.5913,-81.4155
256.1599,-0.0126,0.2209,-0.0126,0.0000,0.0252,0.0079,0.1878,0.6265,132.1910,-81.3749,132.3781,-81.3918
256.1799,-0.0070,-0.0511,-0.0070,0.0000,0.0140,0.0079,-0.0730,-1.7874,131.9921,-81.3536,132.1856,-81.3704
256.1999,-0.0061,-0.0381,-0.0061,0.0000,0.0122,0.0079,-0.0582,-1.3334,131.7932,-81.3327,131.9964,-81.3494
256.2199,-0.0175,0.3361,-0.0175,0.0000,0.0351,0.0079,0.2931,1.6666,131.5943,-81.3114,131.7775,-81.3250
256.2399,-0.0079,-0.1134,-0.0079,0.0000,0.0159,0.0079,-0.1372,-1.3334,131.3954,-81.2904,131.5909,-81.3042
256.2599,-0.0111,0.0560,-0.0111,0.0000,0.0221,0.0080,0.0260,1.6666,131.1966,-81.2689,131.3887,-81.2816
256.2799,-0.0098,0.0035,-0.0098,0.0000,0.0196,0.0080,-0.0241,0.1208,130.9978,-81.2474,131.2021,-81.2608
256.2999,-0.0119,0.0794,-0.0119,0.0000,0.0238,0.0080,0.0476,2.7780,130.7990,-81.2251,131.0060,-81.2388
256.3199,-0.0094,-0.0199,-0.0094,0.0000,0.0189,0.0080,-0.0468,-0.2220,130.6003,-81.2029,130.7990,-81.2157
256.3399,-0.0166,0.2190,-0.0166,0.0000,0.0331,0.0081,0.1778,2.7780,130.4016,-81.1799,130.5878,-81.1920
256.3599,-0.0168,0.1284,-0.0168,0.0000,0.0337,0.0081,0.0866,4.4937,130.2030,-81.1557,130.3882,-81.1697
256.3799,-0.0154,0.0374,-0.0154,0.0000,0.0308,0.0081,-0.0016,1.4937,130.0046,-81.1311,130.2176,-81.1505
256.3999,-0.0133,-0.0240,-0.0133,0.0000,0.0267,0.0081,-0.0588,-0.8397,129.8061,-81.1067,130.0176,-81.1281
256.4199,-0.0047,-0.2486,-0.0047,0.0000,0.0094,0.0082,-0.2662,-3.8397,129.6074,-81.0833,129.8104,-81.1048
256.4399,-0.0081,0.0019,-0.0081,0.0000,0.0163,0.0082,-0.0226,-0.8397,129.4088,-81.0602,129.6156,-81.0829
256.4599,-0.0146,0.2084,-0.0146,0.0000,0.0293,0.0082,0.1709,2.1603,129.2102,-81.0365,129.4234,-81.0613
256.4799,0.0046,-0.4611,0.0046,0.0000,-0.0092,0.0082,-0.4600,-0.8397,129.0116,-81.0130,129.2056,-81.0368
256.4999,0.0050,-0.2166,0.0050,0.0000,-0.0100,0.0082,-0.2147,-3.8397,128.8128,-80.9906,129.0067,-81.0144
256.5199,0.0094,-0.2292,0.0094,0.0000,-0.0189,0.0082,-0.2185,-6.8397,128.6139,-80.9701,128.8218,-80.9935
256.5399,-0.0060,0.3532,-0.0060,0.0000,0.0120,0.0082,0.3330,-3.8397,128.4148,-80.9507,128.6198,-80.9708
256.5599,-0.0073,0.2073,-0.0073,0.0000,0.0147,0.0082,0.1845,-0.8397,128.2157,-80.9315,128.4218,-80.9484
256.5799,-0.0064,0.0777,-0.0064,0.0000,0.0129,0.0082,0.0566,2.1603,128.0167,-80.9117,128.2150,-80.9251
256.5999,-0.0097,0.1441,-0.0097,0.0000,0.0194,0.0082,0.1164,5.0426,127.8178,-80.8905,128.0216,-80.9033
256.6199,-0.0127,0.1693,-0.0127,0.0000,0.0254,0.0082,0.1356,5.9256,127.6192,-80.8676,127.8114,-80.8795
256.6399,-0.0165,0.2057,-0.0165,0.0000,0.0329,0.0083,0.1645,7.1996,127.4207,-80.8427,127.6071,-80.8564
256.6599,-0.0075,-0.1538,-0.0075,0.0000,0.0150,0.0083,-0.1770,4.1996,127.2224,-80.8167,127.4231,-80.8357
256.6799,-0.0037,-0.1673,-0.0037,0.0000,0.0075,0.0083,-0.1831,1.1996,127.0242,-80.7904,127.2225,-80.8130
256.6999,0.0144,-0.6078,0.0144,0.0000,-0.0289,0.0083,-0.5872,-1.8004,126.8258,-80.7645,127.0098,-80.7889
256.7199,0.0104,-0.1615,0.0104,0.0000,-0.0209,0.0083,-0.1489,-4.8004,126.6273,-80.7400,126.8352,-80.7692
256.7399,0.0059,0.0582,0.0059,0.0000,-0.0117,0.0082,0.0616,-1.8004,126.4288,-80.7159,126.6281,-80.7458
256.7599,0.0093,-0.0792,0.0093,0.0000,-0.0186,0.0082,-0.0688,-2.7718,126.2302,-80.6927,126.4338,-80.7238
256.7799,0.0081,-0.0035,0.0081,0.0000,-0.0161,0.0082,0.0044,-0.1211,126.0315,-80.6694,126.2288,-80.7006
256.7999,0.0136,-0.1714,0.0136,0.0000,-0.0272,0.0082,-0.1524,-3.1211,125.8328,-80.6471,126.0408,-80.6793
256.8199,0.0087,0.0582,0.0087,0.0000,-0.0175,0.0082,0.0676,-0.1211,125.6340,-80.6248,125.8329,-80.6558
256.8399,0.0086,0.0239,0.0086,0.0000,-0.0173,0.0081,0.0331,0.8381,125.4353,-80.6022,125.6344,-80.6334
256.8599,0.0146,-0.1722,0.0146,0.0000,-0.0292,0.0081,-0.1512,-2.1619,125.2365,-80.5802,125.4226,-80.6094
256.8799,0.0094,0.0669,0.0094,0.0000,-0.0188,0.0081,0.0776,0.8381,125.0377,-80.5580,125.2404,-80.5888
256.8999,0.0173,-0.2123,0.0173,0.0000,-0.0346,0.0081,-0.1858,-2.1619,124.8389,-80.5365,125.0215,-80.5641
256.9199,0.0078,0.1737,0.0078,0.0000,-0.0157,0.0080,0.1813,0.8381,124.6401,-80.5146,124.8345,-80.5429
256.9399,0.0134,-0.0944,0.0134,0.0000,-0.0269,0.0080,-0.0756,-2.1619,124.4412,-80.4934,124.6276,-80.5195
256.9599,0.0058,0.1767,0.0058,0.0000,-0.0115,0.0080,0.1802,0.8381,124.2424,-80.4720,124.4379,-80.4981
256.9799,0.0060,0.0688,0.0060,0.0000,-0.0120,0.0080,0.0728,2.4085,124.0436,-80.4498,124.2375,-80.4755
256.9999,0.0054,0.0469,0.0054,0.0000,-0.0108,0.0080,0.0497,1.6428,123.8449,-80.4273,124.0471,-80.4540
257.0199,0.0154,-0.2795,0.0154,0.0000,-0.0308,0.0080,-0.2567,-1.3572,123.6461,-80.4050,123.8593,-80.4328
257.0399,0.0095,0.0378,0.0095,0.0000,-0.0191,0.0079,0.0490,1.3247,123.4474,-80.3825,123.6545,-80.4097
257.0599,0.0066,0.0982,0.0066,0.0000,-0.0132,0.0079,0.1035,3.4378,123.2488,-80.3589,123.4524,-80.3869
257.0799,0.0097,-0.0517,0.0097,0.0000,-0.0194,0.0079,-0.0402,0.4378,123.0502,-80.3353,123.2399,-80.3629
257.0999,0.0092,-0.0153,0.0092,0.0000,-0.0185,0.0079,-0.0047,-0.5357,122.8516,-80.3118,123.0427,-80.3407
257.1199,0.0099,-0.0312,0.0099,0.0000,-0.0197,0.0079,-0.0193,-1.0908,122.6529,-80.2886,122.8573,-80.3198
257.1399,0.0139,-0.1408,0.0139,0.0000,-0.0278,0.0078,-0.1209,-4.0908,122.4542,-80.2665,122.6632,-80.2980
257.1599,0.0154,-0.1196,0.0154,0.0000,-0.0309,0.0078,-0.0965,-4.1843,122.2553,-80.2456,122.4665,-80.2758
257.1799,0.0141,-0.0277,0.0141,0.0000,-0.0283,0.0078,-0.0072,-1.1843,122.0563,-80.2251,122.2420,-80.2506
257.1999,0.0076,0.1719,0.0076,0.0000,-0.0152,0.0078,0.1793,1.8157,121.8574,-80.2040,122.0498,-80.2290
257.2199,0.0042,0.1720,0.0042,0.0000,-0.0085,0.0078,0.1728,4.8156,121.6587,-80.1816,121.8545,-80.2071
257.2399,0.0085,-0.0520,0.0085,0.0000,-0.0170,0.0077,-0.0426,1.8156,121.4600,-80.1587,121.6660,-80.1860
257.2599,0.0085,-0.0284,0.0085,0.0000,-0.0171,0.0077,-0.0190,-0.9931,121.2613,-80.1360,121.4669,-80.1637
257.2799,0.0140,-0.1806,0.0140,0.0000,-0.0280,0.0077,-0.1603,-3.9931,121.0625,-80.1145,121.2477,-80.1391
257.2999,0.0043,0.1984,0.0043,0.0000,-0.0086,0.0077,0.1993,-0.9931,120.8636,-80.0933,121.0638,-80.1186
257.3199,0.0029,0.1271,0.0029,0.0000,-0.0059,0.0077,0.1254,2.0069,120.6648,-80.0714,120.8636,-80.0962
257.3399,0.0121,-0.2161,0.0121,0.0000,-0.0242,0.0077,-0.1995,-0.9931,120.4660,-80.0499,120.6763,-80.0753
257.3599,0.0046,0.1197,0.0046,0.0000,-0.0092,0.0076,0.1212,2.0069,120.2672,-80.0278,120.4616,-80.0514
257.3799,0.0079,-0.0459,0.0079,0.0000,-0.0157,0.0076,-0.0378,-0.9931,120.0684,-80.0060,120.2594,-80.0288
257.3999,0.0066,0.0122,0.0066,0.0000,-0.0132,0.0076,0.0179,0.4284,119.8696,-79.9841,120.0618,-80.0069
257.4199,0.0057,0.0306,0.0057,0.0000,-0.0113,0.0076,0.0344,1.0723,119.6708,-79.9618,119.8749,-79.9861
257.4399,0.0092,-0.0933,0.0092,0.0000,-0.0184,0.0076,-0.0825,-1.9277,119.4720,-79.9401,119.6617,-79.9624
257.4599,0.0034,0.1240,0.0034,0.0000,-0.0069,0.0076,0.1233,1.0723,119.2732,-79.9181,119.4751,-79.9417
257.4799,0.0013,0.1180,0.0013,0.0000,-0.0027,0.0076,0.1131,4.0723,119.0745,-79.8950,119.2723,-79.9191
257.4999,0.0075,-0.1286,0.0075,0.0000,-0.0150,0.0076,-0.1212,1.0723,118.8759,-79.8716,119.0814,-79.8979
257.5199,0.0042,0.0377,0.0042,0.0000,-0.0084,0.0076,0.0385,1.3202,118.6773,-79.8478,118.8732,-79.8748
257.5399,0.0068,-0.0619,0.0068,0.0000,-0.0136,0.0075,-0.0559,-1.6798,118.4787,-79.8245,118.6724,-79.8525
257.5599,0.0072,-0.0417,0.0072,0.0000,-0.0143,0.0075,-0.0349,-1.4608,118.2800,-79.8015,118.4748,-79.8305
257.5799,0.0075,-0.0337,0.0075,0.0000,-0.0151,0.0075,-0.0261,-1.1797,118.0813,-79.7790,118.2814,-79.8090
257.5999,0.0095,-0.0776,0.0095,0.0000,-0.0190,0.0075,-0.0661,-2.7161,117.8825,-79.7571,118.0749,-79.7860
257.6199,0.0074,0.0215,0.0074,0.0000,-0.0148,0.0075,0.0289,0.2839,117.6837,-79.7352,117.8815,-79.7645
257.6399,0.0120,-0.1327,0.0120,0.0000,-0.0241,0.0075,-0.1161,-2.7161,117.4848,-79.7140,117.6733,-79.7413
